chromosome	family	start	end	size	genes
4	1531	5608992	5626882	2	Os04g0182600,Os04g0182650
4	298	5644979	5782412	8	Os04g0182875,Os04g0182900,Os04g0183300,Os04g0183500,Os04g0184100,Os04g0184500,Os04g0184801,Os04g0185000
4	907	5669190	5740550	4	Os04g0183201,Os04g0183401,Os04g0184250,Os04g0184450
4	259	5811361	5868179	3	Os04g0185600,Os04g0186400,Os04g0186800
4	542	5847438	5867983	2	Os04g0186450,Os04g0187001
4	465	6053705	6070580	2	Os04g0189400,Os04g0189800
4	429	6247543	6264062	2	Os04g0191600,Os04g0191800
4	908	6314737	6380789	2	Os04g0192775,Os04g0193200
4	429	6387235	6456042	2	Os04g0193300,Os04g0194000
4	398	6912953	6914107	2	Os04g0201800,Os04g0201500
4	915	6955489	6969072	2	Os04g0202300,Os04g0202500
4	5	7021347	7033453	3	Os04g0203600,Os04g0204000,Os04g0204100
4	5	7150656	7166293	4	Os04g0206450,Os04g0206500,Os04g0206600,Os04g0206700
4	54	7221326	7251823	2	Os04g0207600,Os04g0208200
4	69	7254765	7267272	3	Os04g0208400,Os04g0208500,Os04g0208600
4	621	7254929	7262637	2	Os04g0208425,Os04g0208550
4	190	7301574	7325788	2	Os04g0209200,Os04g0209300
4	59	7973330	7983880	2	Os04g0219550,Os04g0219600
4	307	8243749	8268571	2	Os04g0223500,Os04g0223901
4	2	8479770	8518004	4	Os04g0226666,Os04g0226800,Os04g0227000,Os04g0227200
4	5	11309480	11499639	6	Os04g0270900,Os04g0271700,Os04g0272200,Os04g0272700,Os04g0273600,Os04g0274100
4	87	12586386	12592096	3	Os04g0289500,Os04g0289600,Os04g0289700
4	372	12661871	12673930	2	Os04g0291000,Os04g0291100
4	1	13173357	13174745	2	Os04g0297933,Os04g0298066
4	8	13399837	13468869	2	Os04g0300600,Os04g0301500
4	1	13863222	13925115	3	Os04g0307500,Os04g0307900,Os04g0308100
4	1680	13934207	13939128	2	Os04g0308400,Os04g0308500
4	1680	14038897	14041461	2	Os04g0310100,Os04g0310200
4	5	14302605	14354418	3	Os04g0313900,Os04g0314100,Os04g0315350
4	251	14492627	14528182	2	Os04g0316800,Os04g0317300
4	294	14535043	14559609	3	Os04g0317400,Os04g0317500,Os04g0317800
4	5	14680109	14694215	2	Os04g0319700,Os04g0319800
4	5	14742590	14789443	2	Os04g0320700,Os04g0321100
4	5	14969861	14988997	2	Os04g0324100,Os04g0324400
4	5	15107706	15121909	2	Os04g0326100,Os04g0326201
4	294	15269336	15292975	3	Os04g0328900,Os04g0329200,Os04g0329300
4	251	15297923	15314063	2	Os04g0329500,Os04g0329650
4	663	15632138	15683093	2	Os04g0334700,Os04g0334951
4	2731	15637937	15668948	2	Os04g0334825,Os04g0335075
4	663	15786451	15853761	2	Os04g0336600,Os04g0337000
4	2461	15865222	15879964	2	Os04g0337201,Os04g0337300
4	539	15889234	16005150	5	Os04g0337500,Os04g0337800,Os04g0338000,Os04g0338100,Os04g0339400
4	158	16349941	16424929	3	Os04g0344100,Os04g0344400,Os04g0345400
4	630	16505780	16533639	2	Os04g0346900,Os04g0347400
4	265	16602478	16616529	2	Os04g0348600,Os04g0348800
4	12	16661799	16687603	2	Os04g0349600,Os04g0350000
4	2732	16795191	16802287	3	Os04g0351800,Os04g0351933,Os04g0352066
4	480	16882610	17002986	4	Os04g0353600,Os04g0354400,Os04g0354600,Os04g0355500
4	413	17056567	17098154	3	Os04g0357000,Os04g0357500,Os04g0357700
4	729	17108109	17203486	3	Os04g0358000,Os04g0359100,Os04g0359700
4	545	17258661	17321028	2	Os04g0360500,Os04g0361500
4	1	17584989	18005396	11	Os04g0365100,Os04g0366000,Os04g0367000,Os04g0367201,Os04g0367900,Os04g0368000,Os04g0368300,Os04g0368800,Os04g0369066,Os04g0369600,Os04g0370100
4	504	18012199	18030493	3	Os04g0370300,Os04g0370500,Os04g0370600
4	1	18042195	18136512	5	Os04g0370900,Os04g0371000,Os04g0371100,Os04g0371200,Os04g0372100
4	416	18258101	18274223	2	Os04g0374400,Os04g0374601
4	413	18786423	18870293	4	Os04g0382900,Os04g0383100,Os04g0383700,Os04g0384800
4	367	19061597	19081059	2	Os04g0387600,Os04g0387900
4	2468	19142084	19171314	2	Os04g0389100,Os04g0389800
4	182	19221064	19231750	2	Os04g0390500,Os04g0390600
4	668	19233125	19239026	2	Os04g0390700,Os04g0390800
4	1134	19300027	19332227	4	Os04g0392300,Os04g0392500,Os04g0393100,Os04g0393200
4	270	19796632	19844276	6	Os04g0400000,Os04g0400600,Os04g0400700,Os04g0400800,Os04g0401000,Os04g0401100
4	394	19941027	19996158	2	Os04g0402500,Os04g0403200
4	4138	20224698	20230969	2	Os04g0408700,Os04g0408900
4	357	20343298	20353555	2	Os04g0411800,Os04g0412000
4	410	20412316	20426921	2	Os04g0413200,Os04g0413500
4	1	20742118	20819301	6	Os04g0419700,Os04g0419900,Os04g0420033,Os04g0420300,Os04g0420600,Os04g0420900
4	871	20811155	20820363	2	Os04g0420700,Os04g0420801
4	44	20882277	20902860	2	Os04g0422300,Os04g0422600
4	8	21271609	21279864	2	Os04g0429300,Os04g0429400
4	93	21281751	21293643	2	Os04g0429500,Os04g0429600
4	2740	21650405	21661772	2	Os04g0435325,Os04g0435475
4	2485	21844512	21856316	2	Os04g0439100,Os04g0439200
4	21	21912154	21932000	2	Os04g0440300,Os04g0440400
4	209	22316723	22326881	3	Os04g0447500,Os04g0447600,Os04g0447700
4	1054	22316852	22324931	3	Os04g0447533,Os04g0447566,Os04g0447650
4	27	22347957	22355207	2	Os04g0448300,Os04g0448500
4	2590	22369763	22373089	2	Os04g0448900,Os04g0448950
4	199	22381340	22387707	2	Os04g0449100,Os04g0449200
4	4	22435662	22443686	2	Os04g0450300,Os04g0450400
4	89	22594108	22633280	5	Os04g0452600,Os04g0452700,Os04g0453266,Os04g0453300,Os04g0453400
4	457	22594347	22629867	3	Os04g0452650,Os04g0453233,Os04g0453450
4	153	22761385	22791245	2	Os04g0454600,Os04g0455401
4	364	22821083	22830301	3	Os04g0456200,Os04g0456300,Os04g0456700
4	1097	22893873	22905619	2	Os04g0458300,Os04g0458600
4	398	22969845	22980329	2	Os04g0460200,Os04g0460300
4	386	23385292	23436494	4	Os04g0468000,Os04g0468600,Os04g0469000,Os04g0469300
4	74	23715504	23767401	5	Os04g0474300,Os04g0474500,Os04g0474700,Os04g0474800,Os04g0474900
4	1	23770072	23781629	2	Os04g0475100,Os04g0475200
4	62	23976077	24002236	2	Os04g0479500,Os04g0479800
4	6	24044380	24051142	3	Os04g0480600,Os04g0480650,Os04g0480700
4	1385	24054885	24067935	3	Os04g0480900,Os04g0481000,Os04g0481200
4	718	24098311	24102538	2	Os04g0481800,Os04g0481900
4	1938	24103028	24111210	2	Os04g0482000,Os04g0482100
4	15	24546646	24566456	3	Os04g0491200,Os04g0491350,Os04g0491500
4	184	24687753	24709910	3	Os04g0493400,Os04g0493600,Os04g0494100
4	310	24725907	24753063	5	Os04g0494600,Os04g0494800,Os04g0494900,Os04g0494950,Os04g0495000
4	329	24810332	24816067	2	Os04g0496000,Os04g0496150
4	1094	24973156	24976704	2	Os04g0500300,Os04g0500400
4	1	25253913	25299569	2	Os04g0506100,Os04g0506700
4	503	25526675	25534892	2	Os04g0510200,Os04g0510300
4	559	25554772	25565153	2	Os04g0510900,Os04g0511200
4	74	25640333	25685698	4	Os04g0513100,Os04g0513400,Os04g0513700,Os04g0513900
4	477	25906878	25929716	2	Os04g0518100,Os04g0518400
4	313	26206388	26215366	2	Os04g0523650,Os04g0523812
4	182	26236705	26256781	3	Os04g0524500,Os04g0524600,Os04g0524900
4	5	26260577	26267430	2	Os04g0525100,Os04g0525200
4	476	26342449	26348499	2	Os04g0526800,Os04g0527000
4	1	26572754	26578707	2	Os04g0531400,Os04g0531500
4	329	26580262	26619087	5	Os04g0531700,Os04g0531750,Os04g0531900,Os04g0532100,Os04g0532400
4	204	26679487	26683945	2	Os04g0533700,Os04g0533800
4	1102	26689858	26700515	2	Os04g0534000,Os04g0534100
4	182	27154339	27187746	2	Os04g0542200,Os04g0542800
4	31	27328757	27335203	2	Os04g0545400,Os04g0545600
4	9	27371324	27410384	2	Os04g0546800,Os04g0547600
4	9	27517205	27540865	3	Os04g0549700,Os04g0549800,Os04g0550200
4	67	27575661	27596105	2	Os04g0550800,Os04g0550900
4	183	27645701	27657079	2	Os04g0552000,Os04g0552200
4	557	27646851	27656826	2	Os04g0552066,Os04g0552250
4	26	27666027	27676641	2	Os04g0552400,Os04g0552700
4	58	27706669	27708454	2	Os04g0553500,Os04g0553650
4	76	27740064	27754530	3	Os04g0554500,Os04g0554600,Os04g0554800
4	487	27795857	27815440	2	Os04g0555500,Os04g0555600
4	5	27843255	27854961	3	Os04g0556400,Os04g0556500,Os04g0556600
4	8	27881155	27955640	3	Os04g0557200,Os04g0557500,Os04g0557800
4	23	27997197	28003911	2	Os04g0558900,Os04g0559000
4	1528	28197618	28205053	2	Os04g0563300,Os04g0563401
4	5	28315067	28338321	2	Os04g0565200,Os04g0565400
4	146	28672747	28720802	3	Os04g0570000,Os04g0570500,Os04g0570600
4	9	28813791	28821520	2	Os04g0572200,Os04g0572400
4	4	29317364	29324514	2	Os04g0580800,Os04g0580866
4	16	29331563	29341162	2	Os04g0581000,Os04g0581100
4	200	29412733	29449352	4	Os04g0582000,Os04g0582600,Os04g0582700,Os04g0582900
4	103	29588252	29625055	5	Os04g0585700,Os04g0585900,Os04g0586000,Os04g0586100,Os04g0586200
4	525	29654080	29656696	2	Os04g0587100,Os04g0587200
4	306	29658700	29672579	3	Os04g0587300,Os04g0587400,Os04g0587500
4	117	29814044	29832981	2	Os04g0589900,Os04g0590200
4	1697	30001534	30005122	2	Os04g0593400,Os04g0593500
4	1067	30012155	30026167	3	Os04g0593700,Os04g0593800,Os04g0594000
4	250	30052648	30059561	2	Os04g0594500,Os04g0594700
4	15	30145192	30165436	4	Os04g0597400,Os04g0597501,Os04g0597600,Os04g0597800
4	1167	30157065	30165241	2	Os04g0597700,Os04g0597816
4	1	30196157	30223167	4	Os04g0598600,Os04g0598800,Os04g0598900,Os04g0599000
4	1783	30287197	30293040	2	Os04g0600200,Os04g0600300
4	2897	30362015	30367187	2	Os04g0601400,Os04g0601500
4	600	30377828	30384728	2	Os04g0601800,Os04g0602000
4	83	30473630	30523556	4	Os04g0604200,Os04g0604300,Os04g0604800,Os04g0604900
4	690	30724493	30739334	3	Os04g0607500,Os04g0607583,Os04g0607600
4	2868	30860607	30871743	2	Os04g0609300,Os04g0609500
4	623	30909002	30923708	3	Os04g0609900,Os04g0610000,Os04g0610100
4	262	31019367	31041387	3	Os04g0611700,Os04g0611800,Os04g0612000
4	740	31103334	31107921	2	Os04g0613500,Os04g0613600
4	1362	31169012	31182430	2	Os04g0614500,Os04g0614600
4	150	31239185	31249612	2	Os04g0615700,Os04g0615800
4	1	31263110	31321192	7	Os04g0616200,Os04g0616282,Os04g0616300,Os04g0616400,Os04g0616500,Os04g0616600,Os04g0616700
4	46	31349656	31357847	2	Os04g0617050,Os04g0617350
4	1	31463105	31481890	2	Os04g0619400,Os04g0619600
4	18	31551859	31582927	3	Os04g0620800,Os04g0620950,Os04g0621500
4	253	31609076	31665410	3	Os04g0622000,Os04g0622800,Os04g0623100
4	756	31688721	31696603	2	Os04g0623500,Os04g0623600
4	1046	31721661	31751604	4	Os04g0624100,Os04g0624400,Os04g0624450,Os04g0624500
4	20	31801895	31813399	3	Os04g0625400,Os04g0625500,Os04g0625600
4	4194	31831245	31842050	2	Os04g0626000,Os04g0626100
4	18	31855518	31867385	2	Os04g0626450,Os04g0626500
4	62	31875725	31894575	2	Os04g0626600,Os04g0626700
4	37	32049063	32135388	7	Os04g0630100,Os04g0630300,Os04g0630400,Os04g0630600,Os04g0630800,Os04g0630900,Os04g0631000
4	1	32173571	32281408	14	Os04g0631800,Os04g0632100,Os04g0632300,Os04g0632500,Os04g0632600,Os04g0632901,Os04g0633200,Os04g0633300,Os04g0633600,Os04g0633800,Os04g0633900,Os04g0634000,Os04g0634400,Os04g0634500
4	2663	32198041	32226922	2	Os04g0632750,Os04g0633225
4	474	32294993	32333991	5	Os04g0634800,Os04g0635000,Os04g0635100,Os04g0635400,Os04g0635500
4	163	32448789	32455327	2	Os04g0638100,Os04g0638401
4	2756	32476494	32479514	2	Os04g0639000,Os04g0639100
4	3085	32525473	32537644	2	Os04g0639700,Os04g0639800
4	869	32865045	32867326	2	Os04g0646000,Os04g0646050
4	2	32963581	32994650	2	Os04g0647900,Os04g0648400
4	1	33386622	33422584	5	Os04g0654600,Os04g0654800,Os04g0655000,Os04g0655300,Os04g0655400
4	1289	33517229	33525163	2	Os04g0657100,Os04g0657300
4	46	33789435	33805473	2	Os04g0662200,Os04g0662400
4	336	33925445	33930533	2	Os04g0664500,Os04g0664600
4	410	33940929	33946513	2	Os04g0664800,Os04g0664900
4	16	34060040	34070800	2	Os04g0667200,Os04g0667400
4	2938	34148182	34152431	2	Os04g0669500,Os04g0669600
4	2953	34155536	34164342	2	Os04g0669800,Os04g0669900
4	54	34173356	34207906	2	Os04g0670200,Os04g0670500
4	604	34239841	34248323	2	Os04g0671200,Os04g0671300
4	2	34298799	34332205	2	Os04g0672100,Os04g0672600
4	779	34541271	34553030	2	Os04g0676600,Os04g0676650
4	68	34669394	34676866	2	Os04g0679000,Os04g0679050
4	4213	34780497	34800725	2	Os04g0681400,Os04g0681600
4	218	35013422	35028128	2	Os04g0685500,Os04g0685600
4	11	35187454	35246736	6	Os04g0688100,Os04g0688200,Os04g0688300,Os04g0688500,Os04g0688600,Os04g0689000
4	15	35360283	35363363	2	Os04g0691366,Os04g0691400
4	75	35445566	35459864	2	Os04g0692700,Os04g0692750
4	4220	35492782	35497285	2	Os04g0693200,Os04g0693250
5	367	189770	193927	2	Os05g0103300,Os05g0103400
5	2	227008	259018	5	Os05g0104150,Os05g0104200,Os05g0104600,Os05g0104700,Os05g0104750
5	3798	267986	278024	2	Os05g0105000,Os05g0105050
5	40	284991	288834	2	Os05g0105100,Os05g0105200
5	44	338917	348856	2	Os05g0106200,Os05g0106300
5	274	368284	375683	2	Os05g0106800,Os05g0106900
5	85	494751	516038	2	Os05g0109100,Os05g0109400
5	747	890730	903040	2	Os05g0116500,Os05g0116700
5	106	1042096	1052382	2	Os05g0120000,Os05g0120200
5	461	1348492	1419555	3	Os05g0124000,Os05g0124600,Os05g0124800
5	1	1454720	1469116	3	Os05g0125200,Os05g0125300,Os05g0125400
5	2765	1761969	1796862	3	Os05g0130200,Os05g0130300,Os05g0130600
5	443	1785142	1830051	2	Os05g0130400,Os05g0131000
5	1951	1830765	1844553	2	Os05g0131100,Os05g0131401
5	11	2010153	2082747	7	Os05g0134400,Os05g0134700,Os05g0134800,Os05g0135000,Os05g0135200,Os05g0135400,Os05g0135500
5	64	2165243	2171491	2	Os05g0137100,Os05g0137200
5	220	2251313	2259688	2	Os05g0139200,Os05g0139300
5	1003	2351573	2371823	2	Os05g0141000,Os05g0141200
5	2769	2449418	2465034	3	Os05g0142100,Os05g0142200,Os05g0142400
5	196	2625815	2678630	3	Os05g0145700,Os05g0146100,Os05g0146900
5	53	2737975	2741067	2	Os05g0147700,Os05g0147800
5	206	2793637	2797546	2	Os05g0148800,Os05g0148900
5	16	2819814	2826912	2	Os05g0149300,Os05g0149400
5	148	3036073	3047055	3	Os05g0152600,Os05g0152700,Os05g0152900
5	196	3361187	3438233	4	Os05g0157500,Os05g0157600,Os05g0158200,Os05g0158400
5	24	3492717	3507407	3	Os05g0159200,Os05g0159300,Os05g0159500
5	196	3561007	3619081	2	Os05g0160600,Os05g0161400
5	2004	3607502	3640497	3	Os05g0161200,Os05g0161500,Os05g0161800
5	1	3878200	3982992	4	Os05g0165900,Os05g0166300,Os05g0166600,Os05g0166900
5	4087	4076007	4094599	2	Os05g0167600,Os05g0168200
5	2	4212926	4240173	2	Os05g0170300,Os05g0170700
5	220	4312572	4331343	3	Os05g0172100,Os05g0172400,Os05g0172500
5	220	4610870	4623045	3	Os05g0177000,Os05g0177100,Os05g0177400
5	5	4626474	4644758	2	Os05g0177500,Os05g0177800
5	252	4895311	4927411	2	Os05g0181300,Os05g0181700
5	264	5025091	5032288	3	Os05g0183200,Os05g0183300,Os05g0183566
5	589	5113979	5189754	3	Os05g0183900,Os05g0184500,Os05g0184901
5	337	5472720	5654777	7	Os05g0189300,Os05g0189900,Os05g0190300,Os05g0190500,Os05g0191500,Os05g0191700,Os05g0192100
5	2750	5678183	5747866	2	Os05g0192500,Os05g0193700
5	205	6046098	6060278	2	Os05g0197900,Os05g0198100
5	958	6333107	6349943	2	Os05g0201700,Os05g0202300
5	67	6539979	6544643	2	Os05g0205000,Os05g0205050
5	4238	6576138	6582888	2	Os05g0206000,Os05g0206100
5	24	6787676	6842591	3	Os05g0209600,Os05g0210100,Os05g0210400
5	111	6982119	7005454	3	Os05g0212600,Os05g0212900,Os05g0213100
5	564	6991555	7005122	2	Os05g0213000,Os05g0213150
5	207	7134027	7137684	2	Os05g0215000,Os05g0215066
5	207	7249980	7257163	2	Os05g0217700,Os05g0217800
5	14	7552500	7559206	2	Os05g0223200,Os05g0223300
5	1407	7634230	7648191	2	Os05g0224800,Os05g0224900
5	1952	7685383	7748227	4	Os05g0225800,Os05g0226000,Os05g0226900,Os05g0227600
5	1304	8689448	8704009	3	Os05g0243100,Os05g0243200,Os05g0243300
5	134	8902501	8982953	3	Os05g0247100,Os05g0247800,Os05g0248200
5	506	9103140	9137621	3	Os05g0249800,Os05g0250000,Os05g0250200
5	70	9144599	9154993	2	Os05g0250600,Os05g0250700
5	1914	9216995	9229450	2	Os05g0251700,Os05g0252050
5	182	9217013	9229546	2	Os05g0251900,Os05g0252000
5	1	9517563	10246527	4	Os05g0256500,Os05g0257100,Os05g0258400,Os05g0263100
5	980	10538915	10675647	2	Os05g0267100,Os05g0267800
5	2779	10653770	10662940	2	Os05g0267732,Os05g0267766
5	4241	11025818	11045689	2	Os05g0272200,Os05g0272800
5	73	11393115	11419481	2	Os05g0276500,Os05g0277000
5	284	11393416	11419200	2	Os05g0276750,Os05g0277100
5	271	13755590	13763364	2	Os05g0304900,Os05g0305000
5	1322	14181444	14197286	2	Os05g0310800,Os05g0311000
5	1	14716606	14844047	6	Os05g0317700,Os05g0317900,Os05g0318100,Os05g0318600,Os05g0318700,Os05g0319700
5	3	15063954	15083245	2	Os05g0324400,Os05g0325000
5	2507	15084916	15125827	2	Os05g0325200,Os05g0326400
5	104	15266307	15530854	18	Os05g0328333,Os05g0328466,Os05g0328632,Os05g0328800,Os05g0328901,Os05g0329001,Os05g0329100,Os05g0329300,Os05g0329350,Os05g0329400,Os05g0329700,Os05g0329200,Os05g0330150,Os05g0330600,Os05g0331366,Os05g0331532,Os05g0331800,Os05g0332000
5	30	15617635	15638517	3	Os05g0333500,Os05g0334000,Os05g0334400
5	15	15709038	15729123	2	Os05g0335800,Os05g0336200
5	15	15866499	15873587	2	Os05g0338933,Os05g0338900
5	1891	16046996	16059130	2	Os05g0342000,Os05g0342100
5	4	17128355	17176974	3	Os05g0359500,Os05g0359833,Os05g0360400
5	338	17305652	17316697	2	Os05g0362300,Os05g0362500
5	74	17530348	17621339	6	Os05g0365600,Os05g0365700,Os05g0366000,Os05g0366200,Os05g0366600,Os05g0366800
5	1258	17751476	17781705	4	Os05g0369300,Os05g0369500,Os05g0369700,Os05g0369900
5	224	17821376	17843173	2	Os05g0370700,Os05g0370900
5	1	17885559	17930228	2	Os05g0371600,Os05g0372100
5	356	18234846	18277445	2	Os05g0378200,Os05g0378500
5	615	18494334	18502996	2	Os05g0382600,Os05g0382900
5	352	19409584	19423234	2	Os05g0399100,Os05g0399200
5	184	19426767	19447487	3	Os05g0399300,Os05g0399400,Os05g0399700
5	352	19465133	19475222	2	Os05g0400100,Os05g0400200
5	325	19631965	19647395	4	Os05g0402900,Os05g0403000,Os05g0403100,Os05g0403300
5	1255	19649766	19659878	2	Os05g0403400,Os05g0403600
5	1797	19702828	19707432	2	Os05g0404600,Os05g0404700
5	43	19742292	19758913	2	Os05g0405500,Os05g0405600
5	15	20045195	20101168	4	Os05g0410500,Os05g0410800,Os05g0410900,Os05g0411100
5	1166	20045545	20087018	2	Os05g0410601,Os05g0410750
5	18	20258788	20266481	2	Os05g0414200,Os05g0414300
5	1791	20267977	20278478	2	Os05g0414400,Os05g0414501
5	588	20325340	20381121	3	Os05g0415800,Os05g0415900,Os05g0416400
5	15	21144334	21191740	2	Os05g0430900,Os05g0431700
5	319	21240878	21312499	9	Os05g0433400,Os05g0433500,Os05g0433600,Os05g0433800,Os05g0433900,Os05g0434600,Os05g0434800,Os05g0435100,Os05g0435300
5	9	21404691	21409032	2	Os05g0437050,Os05g0437100
5	1084	21561375	21570913	3	Os05g0440250,Os05g0440300,Os05g0440632
5	86	21595885	21611511	2	Os05g0440900,Os05g0441400
5	946	21750821	21760742	2	Os05g0444300,Os05g0444500
5	869	21839593	21889053	2	Os05g0445800,Os05g0446500
5	594	21843346	21896812	3	Os05g0445900,Os05g0446550,Os05g0446600
5	209	22407153	22413263	2	Os05g0456200,Os05g0456300
5	80	22499463	22536087	3	Os05g0458300,Os05g0458500,Os05g0458600
5	26	22638486	22649036	2	Os05g0460900,Os05g0461200
5	1641	22706591	22713882	2	Os05g0462301,Os05g0462400
5	466	22736693	22744188	2	Os05g0462700,Os05g0462900
5	595	22759059	22766078	2	Os05g0463400,Os05g0463500
5	1357	22776072	22783397	2	Os05g0463900,Os05g0464001
5	2786	22807366	22828938	3	Os05g0464300,Os05g0464550,Os05g0465000
5	506	22937305	22991467	6	Os05g0467400,Os05g0467700,Os05g0467900,Os05g0468100,Os05g0468200,Os05g0468400
5	941	23058815	23068193	2	Os05g0469600,Os05g0469800
5	2787	23058961	23067934	2	Os05g0469701,Os05g0469812
5	406	23201237	23218934	2	Os05g0472400,Os05g0472700
5	7	23430891	23441813	2	Os05g0476350,Os05g0476466
5	19	23529423	23551282	3	Os05g0478400,Os05g0478700,Os05g0478800
5	2283	23801399	23822092	2	Os05g0484000,Os05g0484700
5	599	23958685	23979669	2	Os05g0487100,Os05g0487300
5	7	24130239	24134853	2	Os05g0491000,Os05g0491100
5	18	24184504	24200694	2	Os05g0492200,Os05g0492600
5	538	24383180	24387337	2	Os05g0496400,Os05g0496500
5	9	24427953	24445186	2	Os05g0497200,Os05g0497300
5	11	24583251	24588920	2	Os05g0499300,Os05g0499400
5	5	24594918	24619054	4	Os05g0499600,Os05g0499800,Os05g0500000,Os05g0500200
5	24	25022159	25038954	4	Os05g0506450,Os05g0506500,Os05g0506600,Os05g0506800
5	77	25564517	25570887	2	Os05g0515500,Os05g0515600
5	40	25620555	25627147	2	Os05g0516600,Os05g0516800
5	1	26113277	26121123	2	Os05g0524500,Os05g0524550
5	1	26125520	26167449	7	Os05g0524732,Os05g0524800,Os05g0525000,Os05g0525400,Os05g0525501,Os05g0525600,Os05g0525800
5	1158	26132912	26147537	2	Os05g0524900,Os05g0525200
5	2401	26153505	26167410	2	Os05g0525701,Os05g0525850
5	5	26192929	26237122	9	Os05g0526800,Os05g0526900,Os05g0527000,Os05g0527100,Os05g0527200,Os05g0527600,Os05g0527700,Os05g0527800,Os05g0527900
5	210	26366391	26369016	2	Os05g0531000,Os05g0531100
5	1500	26371480	26378671	2	Os05g0531200,Os05g0531400
5	62	26389270	26410394	2	Os05g0531800,Os05g0532300
5	42	26467532	26477242	4	Os05g0533200,Os05g0533301,Os05g0533400,Os05g0533450
5	62	26575670	26583006	2	Os05g0535200,Os05g0535300
5	132	26685979	26705017	2	Os05g0537200,Os05g0537300
5	1005	26776769	26793638	2	Os05g0539150,Os05g0539300
5	116	26940318	26945786	2	Os05g0542800,Os05g0542900
5	828	26995745	27038975	2	Os05g0543800,Os05g0544900
5	38	27068628	27077365	2	Os05g0545300,Os05g0545400
5	64	27207752	27217567	2	Os05g0548300,Os05g0548500
5	1653	27261643	27286581	2	Os05g0549300,Os05g0549500
5	359	27330717	27346293	2	Os05g0550300,Os05g0550600
5	1	27346433	27367472	2	Os05g0550700,Os05g0550800
5	490	27403242	27419058	3	Os05g0551350,Os05g0551500,Os05g0551600
5	3165	27584773	27598783	2	Os05g0554800,Os05g0555000
5	424	27733895	27749525	2	Os05g0557600,Os05g0557700
5	1345	27775466	27791094	2	Os05g0558101,Os05g0558501
5	2447	28005260	28010606	2	Os05g0563050,Os05g0563100
5	126	28047385	28052859	2	Os05g0563550,Os05g0563600
5	2792	28258419	28269376	2	Os05g0567650,Os05g0567850
5	68	28258432	28269370	2	Os05g0567700,Os05g0567800
5	1024	28307089	28311933	2	Os05g0568600,Os05g0568800
5	1005	28377522	28390246	2	Os05g0570200,Os05g0570350
5	222	28473720	28481216	2	Os05g0571300,Os05g0571400
5	172	28597575	28603266	2	Os05g0574000,Os05g0574100
5	1281	28597581	28603203	2	Os05g0573950,Os05g0574200
5	4293	28767438	28779841	2	Os05g0577800,Os05g0577900
5	72	28845110	28850435	2	Os05g0579600,Os05g0579700
5	810	28995973	29005828	3	Os05g0582500,Os05g0582600,Os05g0582800
5	50	29022434	29032772	2	Os05g0583100,Os05g0583200
5	84	29329185	29333125	2	Os05g0588850,Os05g0588900
5	87	29625036	29638221	2	Os05g0595000,Os05g0595200
6	1048	38340	42548	2	Os06g0100550,Os06g0100700
6	44	543057	550375	2	Os06g0109200,Os06g0109300
6	1240	623493	628759	2	Os06g0111100,Os06g0111200
6	208	725044	747628	2	Os06g0112800,Os06g0113150
6	1240	777222	782222	2	Os06g0113500,Os06g0113600
6	348	805534	813645	2	Os06g0113950,Os06g0114000
6	867	1028678	1045486	2	Os06g0118900,Os06g0119200
6	665	1040027	1048726	2	Os06g0119100,Os06g0119300
6	867	1112553	1132893	2	Os06g0121000,Os06g0121400
6	1986	1187781	1199548	2	Os06g0122800,Os06g0122600
6	4299	1341610	1358953	2	Os06g0124900,Os06g0125132
6	540	1365218	1375401	2	Os06g0125400,Os06g0125500
6	676	1520761	1526001	2	Os06g0128600,Os06g0128700
6	1434	1780570	1785802	3	Os06g0133300,Os06g0133400,Os06g0133500
6	444	1838612	1861053	4	Os06g0134300,Os06g0134400,Os06g0134466,Os06g0134500
6	62	2043908	2062223	2	Os06g0138700,Os06g0139000
6	4304	2050318	2065510	2	Os06g0138900,Os06g0139150
6	175	2106719	2116561	2	Os06g0140200,Os06g0140300
6	66	2123595	2139091	2	Os06g0140400,Os06g0140700
6	737	2170963	2181114	3	Os06g0141400,Os06g0141600,Os06g0141700
6	737	2199361	2213482	4	Os06g0142200,Os06g0142300,Os06g0142350,Os06g0142400
6	1	2230033	2243138	2	Os06g0142500,Os06g0142650
6	163	2380595	2396562	4	Os06g0145200,Os06g0145300,Os06g0145400,Os06g0145600
6	252	2441703	2498202	8	Os06g0146600,Os06g0146800,Os06g0147000,Os06g0147100,Os06g0147250,Os06g0147300,Os06g0147400,Os06g0147600
6	797	2518212	2539468	4	Os06g0148300,Os06g0148600,Os06g0148700,Os06g0148900
6	314	2574179	2581720	2	Os06g0149700,Os06g0149900
6	4306	2592555	2635209	2	Os06g0150500,Os06g0151025
6	654	2592800	2635234	2	Os06g0150600,Os06g0151100
6	2888	2699910	2709709	2	Os06g0152300,Os06g0152400
6	24	2893694	2910483	3	Os06g0156600,Os06g0156700,Os06g0157000
6	214	2926823	2942452	2	Os06g0157500,Os06g0157700
6	10	2973685	2984308	2	Os06g0158300,Os06g0158400
6	365	3046565	3057961	3	Os06g0159725,Os06g0160001,Os06g0160100
6	351	3128079	3136974	3	Os06g0161800,Os06g0161900,Os06g0162100
6	1	3286611	3307872	2	Os06g0164900,Os06g0165500
