seqid	assembly	chromosome	start	end	strand	geneID	hsfamily	lsfamily
Os07t0122300-01	IRGSP-1.0	7	1159806	1162675	1	Os07g0122300	533	340
Os07t0122350-00	IRGSP-1.0	7	1164617	1164862	1	Os07g0122350	0	0
Os07t0122400-01	IRGSP-1.0	7	1165824	1169480	1	Os07g0122400	0	0
Os07t0122900-01	IRGSP-1.0	7	1180245	1182969	1	Os07g0122900	859	53
Os07t0123000-01	IRGSP-1.0	7	1183280	1185666	-1	Os07g0123000	588	53
Os07t0123100-00	IRGSP-1.0	7	1194474	1195091	1	Os07g0123100	4659	300
Os07t0123300-01	IRGSP-1.0	7	1199217	1201351	-1	Os07g0123300	0	1548
Os07t0123400-01	IRGSP-1.0	7	1202315	1203025	-1	Os07g0123400	4660	782
Os07t0123450-01	IRGSP-1.0	7	1202528	1203538	1	Os07g0123450	0	0
Os07t0123500-01	IRGSP-1.0	7	1213610	1217544	-1	Os07g0123500	2702	906
Os07t0123533-00	IRGSP-1.0	7	1213858	1216621	1	Os07g0123533	0	62
Os07t0123601-01	IRGSP-1.0	7	1228519	1238226	1	Os07g0123601	0	0
Os07t0123700-00	IRGSP-1.0	7	1228856	1238253	-1	Os07g0123700	0	677
Os07t0123800-01	IRGSP-1.0	7	1239804	1240626	-1	Os07g0123800	2112	1280
Os07t0123900-01	IRGSP-1.0	7	1245458	1246177	-1	Os07g0123900	2680	2680
Os07t0124000-01	IRGSP-1.0	7	1248874	1250251	1	Os07g0124000	4661	2700
Os07t0124100-01	IRGSP-1.0	7	1255047	1255744	-1	Os07g0124100	896	1119
Os07t0124300-00	IRGSP-1.0	7	1267873	1268776	1	Os07g0124300	0	0
Os07t0124400-01	IRGSP-1.0	7	1269041	1269855	1	Os07g0124400	0	0
Os07t0124500-01	IRGSP-1.0	7	1274555	1278717	1	Os07g0124500	3763	2386
Os07t0124600-01	IRGSP-1.0	7	1281407	1285040	1	Os07g0124600	2100	14
Os07t0124650-00	IRGSP-1.0	7	1298865	1299428	-1	Os07g0124650	0	0
Os07t0124700-01	IRGSP-1.0	7	1299598	1304299	1	Os07g0124700	26	9
Os07t0124725-00	IRGSP-1.0	7	1303190	1303790	-1	Os07g0124725	0	0
Os07t0124750-00	IRGSP-1.0	7	1305328	1308048	-1	Os07g0124750	810	230
Os07t0124800-01	IRGSP-1.0	7	1313767	1316444	-1	Os07g0124800	540	30
Os07t0124900-01	IRGSP-1.0	7	1319034	1319789	1	Os07g0124900	34	87
Os07t0125000-02	IRGSP-1.0	7	1322193	1323127	-1	Os07g0125000	34	87
Os07t0125201-00	IRGSP-1.0	7	1335405	1336081	1	Os07g0125201	34	87
Os07t0125500-01	IRGSP-1.0	7	1352187	1352942	1	Os07g0125500	34	87
Os07t0125600-02	IRGSP-1.0	7	1355346	1356280	-1	Os07g0125600	34	87
Os07t0126100-00	IRGSP-1.0	7	1368558	1369234	1	Os07g0126100	34	87
Os07t0126301-01	IRGSP-1.0	7	1385340	1386095	1	Os07g0126301	34	87
Os07t0126401-02	IRGSP-1.0	7	1388499	1389433	-1	Os07g0126401	34	87
Os07t0126500-00	IRGSP-1.0	7	1401708	1402384	1	Os07g0126500	34	87
Os07t0127500-01	IRGSP-1.0	7	1432684	1433404	1	Os07g0127500	34	87
Os07t0127600-01	IRGSP-1.0	7	1437292	1438147	1	Os07g0127600	34	87
Os07t0127700-01	IRGSP-1.0	7	1444739	1445064	1	Os07g0127700	34	87
Os07t0127900-00	IRGSP-1.0	7	1451917	1452565	1	Os07g0127900	2050	87
Os07t0128800-00	IRGSP-1.0	7	1500540	1501058	1	Os07g0128800	34	87
Os07t0129100-00	IRGSP-1.0	7	1507790	1508244	1	Os07g0129100	0	0
Os07t0129200-01	IRGSP-1.0	7	1512025	1512958	1	Os07g0129200	34	87
Os07t0129300-00	IRGSP-1.0	7	1523654	1524512	1	Os07g0129300	34	87
Os07t0129700-01	IRGSP-1.0	7	1566125	1572085	1	Os07g0129700	359	114
Os07t0129800-00	IRGSP-1.0	7	1575296	1579565	-1	Os07g0129800	19	1
Os07t0129900-00	IRGSP-1.0	7	1583658	1585631	-1	Os07g0129900	19	1
Os07t0130000-00	IRGSP-1.0	7	1588294	1589280	1	Os07g0130000	369	21
Os07t0130100-01	IRGSP-1.0	7	1590912	1593270	-1	Os07g0130100	19	1
Os07t0130200-01	IRGSP-1.0	7	1595360	1597594	-1	Os07g0130200	19	1
Os07t0130400-01	IRGSP-1.0	7	1603024	1605316	-1	Os07g0130400	19	1
Os07t0130450-00	IRGSP-1.0	7	1603273	1605258	1	Os07g0130450	0	0
Os07t0130500-02	IRGSP-1.0	7	1606097	1608996	1	Os07g0130500	1157	1376
Os07t0130800-01	IRGSP-1.0	7	1613795	1616066	-1	Os07g0130800	19	1
Os07t0131001-00	IRGSP-1.0	7	1626738	1628731	1	Os07g0131001	1157	1376
Os07t0131250-00	IRGSP-1.0	7	1637689	1638417	1	Os07g0131250	43	89
Os07t0131375-00	IRGSP-1.0	7	1640079	1643162	-1	Os07g0131375	19	1
Os07t0131500-00	IRGSP-1.0	7	1666092	1668002	-1	Os07g0131500	19	1
Os07t0131600-01	IRGSP-1.0	7	1669310	1671321	1	Os07g0131600	43	89
Os07t0131725-00	IRGSP-1.0	7	1669513	1671074	-1	Os07g0131725	368	457
Os07t0131850-01	IRGSP-1.0	7	1678147	1681684	-1	Os07g0131850	0	0
Os07t0132300-01	IRGSP-1.0	7	1699795	1701036	1	Os07g0132300	2675	2542
Os07t0132400-01	IRGSP-1.0	7	1701299	1701884	-1	Os07g0132400	0	0
Os07t0132500-01	IRGSP-1.0	7	1713426	1714497	1	Os07g0132500	19	1
Os07t0132600-00	IRGSP-1.0	7	1715637	1716780	1	Os07g0132600	304	310
Os07t0132700-01	IRGSP-1.0	7	1717343	1718517	-1	Os07g0132700	0	1594
Os07t0132800-01	IRGSP-1.0	7	1722347	1722812	-1	Os07g0132800	5252	4385
Os07t0133000-01	IRGSP-1.0	7	1743475	1745736	1	Os07g0133000	19	1
Os07t0133025-00	IRGSP-1.0	7	1743576	1745612	-1	Os07g0133025	0	0
Os07t0133100-01	IRGSP-1.0	7	1753791	1756075	1	Os07g0133100	19	1
Os07t0133500-01	IRGSP-1.0	7	1770644	1772559	-1	Os07g0133500	2154	1667
Os07t0133601-00	IRGSP-1.0	7	1770882	1772490	1	Os07g0133601	3513	3272
Os07t0133700-01	IRGSP-1.0	7	1777480	1780450	1	Os07g0133700	0	120
Os07t0134000-04	IRGSP-1.0	7	1789051	1789764	-1	Os07g0134000	49	161
Os07t0134101-00	IRGSP-1.0	7	1789196	1794234	1	Os07g0134101	126	292
Os07t0134200-01	IRGSP-1.0	7	1812461	1816106	-1	Os07g0134200	450	2
Os07t0134400-01	IRGSP-1.0	7	1832992	1835740	-1	Os07g0134400	0	0
Os07t0134500-01	IRGSP-1.0	7	1844593	1848816	1	Os07g0134500	5241	4379
Os07t0134600-01	IRGSP-1.0	7	1851404	1856142	1	Os07g0134600	4662	1979
Os07t0134650-00	IRGSP-1.0	7	1852481	1856002	-1	Os07g0134650	0	13
Os07t0134700-00	IRGSP-1.0	7	1856642	1860562	1	Os07g0134700	0	647
Os07t0134800-04	IRGSP-1.0	7	1860647	1863567	-1	Os07g0134800	0	3469
Os07t0136300-01	IRGSP-1.0	7	1912083	1914175	1	Os07g0136300	1843	1964
Os07t0136400-01	IRGSP-1.0	7	1925715	1927041	1	Os07g0136400	0	0
Os07t0136500-01	IRGSP-1.0	7	1928640	1930430	-1	Os07g0136500	1843	1964
Os07t0136800-02	IRGSP-1.0	7	1944431	1959015	1	Os07g0136800	1932	146
Os07t0136866-00	IRGSP-1.0	7	1960658	1961098	1	Os07g0136866	0	0
Os07t0137000-01	IRGSP-1.0	7	1962092	1966517	1	Os07g0137000	0	13
Os07t0137200-01	IRGSP-1.0	7	1969774	1971942	1	Os07g0137200	1843	1964
Os07t0137500-01	IRGSP-1.0	7	1978056	1981459	-1	Os07g0137500	2203	1320
Os07t0137600-01	IRGSP-1.0	7	1985492	1987785	1	Os07g0137600	1843	1964
Os07t0137800-00	IRGSP-1.0	7	1992626	1994724	-1	Os07g0137800	45	1
Os07t0137900-01	IRGSP-1.0	7	1996747	2002765	1	Os07g0137900	0	0
Os07t0138100-02	IRGSP-1.0	7	2007670	2012928	1	Os07g0138100	1238	1057
Os07t0138400-01	IRGSP-1.0	7	2035172	2036742	-1	Os07g0138400	4716	151
Os07t0139000-00	IRGSP-1.0	7	2062181	2063847	-1	Os07g0139000	961	151
Os07t0139300-01	IRGSP-1.0	7	2067244	2068234	-1	Os07g0139300	252	405
Os07t0139400-01	IRGSP-1.0	7	2080061	2083382	1	Os07g0139400	1471	660
Os07t0139500-01	IRGSP-1.0	7	2084109	2091650	-1	Os07g0139500	0	0
Os07t0139700-00	IRGSP-1.0	7	2094418	2095167	1	Os07g0139700	1769	664
Os07t0140232-00	IRGSP-1.0	7	2100194	2100823	-1	Os07g0140232	50	61
Os07t0140566-00	IRGSP-1.0	7	2114746	2116598	-1	Os07g0140566	0	0
Os07t0140633-00	IRGSP-1.0	7	2117854	2118368	-1	Os07g0140633	0	0
Os07t0141100-01	IRGSP-1.0	7	2128467	2130049	-1	Os07g0141100	711	1
Os07t0141400-01	IRGSP-1.0	7	2136881	2138335	-1	Os07g0141400	0	4145
Os07t0141450-00	IRGSP-1.0	7	2139644	2140459	-1	Os07g0141450	0	4386
Os07t0141500-01	IRGSP-1.0	7	2140736	2143984	-1	Os07g0141500	0	669
Os07t0141600-01	IRGSP-1.0	7	2144184	2151799	1	Os07g0141600	2493	2531
Os07t0141700-00	IRGSP-1.0	7	2149575	2152124	-1	Os07g0141700	0	144
Os07t0141900-00	IRGSP-1.0	7	2162644	2167146	-1	Os07g0141900	301	18
Os07t0142000-01	IRGSP-1.0	7	2170647	2172805	1	Os07g0142000	3510	272
Os07t0142100-00	IRGSP-1.0	7	2175193	2175719	1	Os07g0142100	0	0
Os07t0142200-01	IRGSP-1.0	7	2176824	2177640	1	Os07g0142200	691	874
Os07t0142300-01	IRGSP-1.0	7	2179636	2180493	1	Os07g0142300	691	874
Os07t0142500-00	IRGSP-1.0	7	2181829	2182635	1	Os07g0142500	691	874
Os07t0142600-01	IRGSP-1.0	7	2184250	2184996	1	Os07g0142600	691	874
Os07t0142700-00	IRGSP-1.0	7	2187512	2188973	-1	Os07g0142700	2809	416
Os07t0142802-00	IRGSP-1.0	7	2190971	2193208	-1	Os07g0142802	0	2576
Os07t0142900-01	IRGSP-1.0	7	2193809	2196930	1	Os07g0142900	5253	2221
Os07t0143000-01	IRGSP-1.0	7	2197573	2201392	1	Os07g0143000	5253	2221
Os07t0143200-01	IRGSP-1.0	7	2207362	2209018	1	Os07g0143200	9	8
Os07t0143401-00	IRGSP-1.0	7	2212152	2213086	-1	Os07g0143401	3303	999
Os07t0143600-01	IRGSP-1.0	7	2222974	2224906	-1	Os07g0143600	0	0
Os07t0143700-01	IRGSP-1.0	7	2225652	2231090	-1	Os07g0143700	1569	39
Os07t0143800-00	IRGSP-1.0	7	2226468	2230876	1	Os07g0143800	0	0
Os07t0143900-01	IRGSP-1.0	7	2231961	2234430	-1	Os07g0143900	0	0
Os07t0144500-00	IRGSP-1.0	7	2257336	2258974	1	Os07g0144500	901	904
Os07t0144732-00	IRGSP-1.0	7	2274921	2276505	1	Os07g0144732	0	0
Os07t0144900-01	IRGSP-1.0	7	2287216	2287491	1	Os07g0144900	127	147
Os07t0145250-01	IRGSP-1.0	7	2306730	2307397	1	Os07g0145250	5092	4286
Os07t0145400-01	IRGSP-1.0	7	2313447	2318963	-1	Os07g0145400	5081	2
Os07t0145500-00	IRGSP-1.0	7	2313831	2314848	1	Os07g0145500	0	2400
Os07t0145800-00	IRGSP-1.0	7	2338784	2339182	-1	Os07g0145800	31	119
Os07t0146300-01	IRGSP-1.0	7	2369190	2370650	1	Os07g0146300	2904	2816
Os07t0146700-01	IRGSP-1.0	7	2389707	2390872	1	Os07g0146700	2904	2816
Os07t0147500-01	IRGSP-1.0	7	2454338	2455636	1	Os07g0147500	2905	2817
Os07t0147550-00	IRGSP-1.0	7	2456969	2458136	1	Os07g0147550	2905	2817
Os07t0147600-01	IRGSP-1.0	7	2458295	2461953	-1	Os07g0147600	3177	1
Os07t0147700-01	IRGSP-1.0	7	2465582	2468069	1	Os07g0147700	5254	4139
Os07t0147800-00	IRGSP-1.0	7	2469673	2472942	-1	Os07g0147800	4670	1113
Os07t0147900-01	IRGSP-1.0	7	2476904	2480167	-1	Os07g0147900	1564	1155
Os07t0148200-01	IRGSP-1.0	7	2488798	2490401	1	Os07g0148200	5154	5
Os07t0148600-00	IRGSP-1.0	7	2517283	2519073	-1	Os07g0148600	210	121
Os07t0148800-01	IRGSP-1.0	7	2542557	2545656	1	Os07g0148800	0	0
Os07t0148900-01	IRGSP-1.0	7	2546465	2547298	1	Os07g0148900	0	0
Os07t0149300-00	IRGSP-1.0	7	2569534	2570553	-1	Os07g0149300	2904	2816
Os07t0149900-01	IRGSP-1.0	7	2595756	2599060	-1	Os07g0149900	53	22
Os07t0150100-01	IRGSP-1.0	7	2601216	2606217	-1	Os07g0150100	0	455
Os07t0150200-01	IRGSP-1.0	7	2613935	2616323	1	Os07g0150200	2706	2529
Os07t0150500-01	IRGSP-1.0	7	2634435	2640489	-1	Os07g0150500	4671	2219
Os07t0150700-01	IRGSP-1.0	7	2643540	2647773	-1	Os07g0150700	14	7
Os07t0150901-01	IRGSP-1.0	7	2663551	2664031	-1	Os07g0150901	3666	1487
Os07t0151100-01	IRGSP-1.0	7	2678498	2679076	1	Os07g0151100	193	194
Os07t0151200-00	IRGSP-1.0	7	2686548	2689650	1	Os07g0151200	2775	68
Os07t0151250-00	IRGSP-1.0	7	2688701	2689497	-1	Os07g0151250	4875	4167
Os07t0151300-01	IRGSP-1.0	7	2690661	2693089	1	Os07g0151300	0	4387
Os07t0151650-01	IRGSP-1.0	7	2715649	2717667	-1	Os07g0151650	0	0
Os07t0151700-00	IRGSP-1.0	7	2717555	2718371	1	Os07g0151700	0	4387
Os07t0151800-01	IRGSP-1.0	7	2721785	2723535	-1	Os07g0151800	5255	4388
Os07t0151900-01	IRGSP-1.0	7	2727975	2730142	-1	Os07g0151900	5255	4388
Os07t0152000-01	IRGSP-1.0	7	2751213	2756586	1	Os07g0152000	445	137
Os07t0152101-01	IRGSP-1.0	7	2757219	2761900	1	Os07g0152101	2666	577
Os07t0152200-01	IRGSP-1.0	7	2757336	2761925	-1	Os07g0152200	450	2
Os07t0152301-01	IRGSP-1.0	7	2765292	2770654	1	Os07g0152301	1825	728
Os07t0152500-00	IRGSP-1.0	7	2788416	2789090	1	Os07g0152500	12	55
Os07t0152700-00	IRGSP-1.0	7	2791348	2792566	1	Os07g0152700	0	49
Os07t0152800-01	IRGSP-1.0	7	2794136	2797283	1	Os07g0152800	4672	4047
Os07t0152900-04	IRGSP-1.0	7	2798257	2801322	1	Os07g0152900	690	756
Os07t0152950-00	IRGSP-1.0	7	2799025	2801038	-1	Os07g0152950	0	78
Os07t0153000-00	IRGSP-1.0	7	2801920	2803989	-1	Os07g0153000	0	0
Os07t0153150-02	IRGSP-1.0	7	2806942	2809736	-1	Os07g0153150	5256	4389
Os07t0153300-01	IRGSP-1.0	7	2819047	2822940	-1	Os07g0153300	0	0
Os07t0153400-01	IRGSP-1.0	7	2824369	2826637	-1	Os07g0153400	0	1337
Os07t0153600-01	IRGSP-1.0	7	2839194	2840089	-1	Os07g0153600	15	26
Os07t0154100-01	IRGSP-1.0	7	2870686	2872829	1	Os07g0154100	1771	751
Os07t0154201-00	IRGSP-1.0	7	2871056	2872541	-1	Os07g0154201	1674	1838
Os07t0154300-01	IRGSP-1.0	7	2882267	2882849	1	Os07g0154300	0	2525
Os07t0154400-01	IRGSP-1.0	7	2885058	2892760	-1	Os07g0154400	0	2787
Os07t0154800-01	IRGSP-1.0	7	2940398	2942804	-1	Os07g0154800	0	0
Os07t0154900-01	IRGSP-1.0	7	2943339	2943867	1	Os07g0154900	2280	553
Os07t0155100-01	IRGSP-1.0	7	2945227	2946683	1	Os07g0155100	3375	1628
Os07t0155200-01	IRGSP-1.0	7	2946893	2949178	-1	Os07g0155200	3374	2212
Os07t0155600-01	IRGSP-1.0	7	2984428	2990911	1	Os07g0155600	1773	1665
Os07t0156200-00	IRGSP-1.0	7	3011373	3014163	1	Os07g0156200	296	11
Os07t0156467-00	IRGSP-1.0	7	3016440	3017585	1	Os07g0156467	2021	11
Os07t0156732-01	IRGSP-1.0	7	3022041	3024426	1	Os07g0156732	1773	1665
Os07t0156910-00	IRGSP-1.0	7	3059132	3059407	1	Os07g0156910	296	11
Os07t0157000-00	IRGSP-1.0	7	3061684	3062830	1	Os07g0157000	2021	11
Os07t0157401-01	IRGSP-1.0	7	3067285	3069670	1	Os07g0157401	1773	1665
Os07t0157600-00	IRGSP-1.0	7	3090132	3104241	1	Os07g0157600	296	11
Os07t0157700-01	IRGSP-1.0	7	3105286	3109490	-1	Os07g0157700	0	0
Os07t0157900-01	IRGSP-1.0	7	3111642	3113960	1	Os07g0157900	5257	2494
Os07t0158100-01	IRGSP-1.0	7	3115347	3116009	-1	Os07g0158100	0	0
Os07t0158000-00	IRGSP-1.0	7	3115457	3115869	1	Os07g0158000	0	4274
Os07t0158200-01	IRGSP-1.0	7	3118819	3122484	1	Os07g0158200	5257	2494
Os07t0158300-01	IRGSP-1.0	7	3122638	3124603	-1	Os07g0158300	0	14
Os07t0158400-00	IRGSP-1.0	7	3124926	3125729	1	Os07g0158400	4592	3993
Os07t0158500-00	IRGSP-1.0	7	3127749	3130514	-1	Os07g0158500	271	478
Os07t0158800-01	IRGSP-1.0	7	3150258	3152643	-1	Os07g0158800	2670	164
Os07t0158900-01	IRGSP-1.0	7	3153690	3157109	-1	Os07g0158900	2089	193
Os07t0159200-01	IRGSP-1.0	7	3168032	3170244	1	Os07g0159200	61	122
Os07t0159500-01	IRGSP-1.0	7	3183342	3187245	-1	Os07g0159500	2861	2796
Os07t0159550-01	IRGSP-1.0	7	3184790	3187148	1	Os07g0159550	0	0
Os07t0159600-00	IRGSP-1.0	7	3188806	3189565	1	Os07g0159600	1	4
Os07t0159700-00	IRGSP-1.0	7	3190314	3191901	-1	Os07g0159700	0	1
Os07t0159800-02	IRGSP-1.0	7	3199137	3201809	1	Os07g0159800	4674	4049
Os07t0159900-01	IRGSP-1.0	7	3203068	3204153	1	Os07g0159900	84	181
Os07t0160000-00	IRGSP-1.0	7	3207022	3214064	1	Os07g0160000	367	379
Os07t0160050-00	IRGSP-1.0	7	3207062	3214083	-1	Os07g0160050	0	0
Os07t0160100-01	IRGSP-1.0	7	3219923	3224754	1	Os07g0160100	514	712
Os07t0160300-01	IRGSP-1.0	7	3241946	3244545	1	Os07g0160300	0	106
Os07t0160400-01	IRGSP-1.0	7	3244803	3247308	-1	Os07g0160400	0	0
Os07t0160500-01	IRGSP-1.0	7	3252386	3255460	1	Os07g0160500	2089	193
Os07t0160600-01	IRGSP-1.0	7	3258325	3262106	1	Os07g0160600	2460	2448
Os07t0160800-00	IRGSP-1.0	7	3258380	3261811	-1	Os07g0160800	0	0
Os07t0161000-02	IRGSP-1.0	7	3270410	3272019	-1	Os07g0161000	4841	706
Os07t0161500-00	IRGSP-1.0	7	3285400	3287427	1	Os07g0161500	4944	193
Os07t0161600-01	IRGSP-1.0	7	3288480	3293291	-1	Os07g0161600	21	7
Os07t0161650-00	IRGSP-1.0	7	3290163	3293001	1	Os07g0161650	320	509
Os07t0161700-00	IRGSP-1.0	7	3296830	3297367	1	Os07g0161700	661	886
Os07t0162100-00	IRGSP-1.0	7	3316476	3318170	-1	Os07g0162100	0	1490
Os07t0162200-00	IRGSP-1.0	7	3321133	3322023	-1	Os07g0162200	1784	320
Os07t0162300-01	IRGSP-1.0	7	3324859	3329936	1	Os07g0162300	0	201
Os07t0162400-01	IRGSP-1.0	7	3332889	3334136	-1	Os07g0162400	432	47
Os07t0162450-01	IRGSP-1.0	7	3339394	3340629	1	Os07g0162450	230	247
Os07t0162500-02	IRGSP-1.0	7	3342219	3343596	-1	Os07g0162500	432	47
Os07t0162600-02	IRGSP-1.0	7	3344780	3346551	-1	Os07g0162600	432	47
Os07t0162700-01	IRGSP-1.0	7	3351308	3352672	-1	Os07g0162700	432	47
Os07t0162900-01	IRGSP-1.0	7	3360001	3361559	-1	Os07g0162900	432	47
Os07t0163000-01	IRGSP-1.0	7	3363008	3370018	-1	Os07g0163000	0	0
Os07t0163066-00	IRGSP-1.0	7	3363492	3369984	1	Os07g0163066	0	0
Os07t0163200-00	IRGSP-1.0	7	3372597	3374464	-1	Os07g0163200	2089	193
Os07t0163500-01	IRGSP-1.0	7	3388224	3400176	1	Os07g0163500	0	769
Os07t0163800-01	IRGSP-1.0	7	3420545	3424487	1	Os07g0163800	1089	633
Os07t0163900-00	IRGSP-1.0	7	3426467	3428467	-1	Os07g0163900	8	3
Os07t0164000-01	IRGSP-1.0	7	3429482	3434732	-1	Os07g0164000	0	0
Os07t0164100-01	IRGSP-1.0	7	3436026	3444708	-1	Os07g0164100	0	1084
Os07t0164200-02	IRGSP-1.0	7	3444963	3446865	1	Os07g0164200	0	0
Os07t0164300-01	IRGSP-1.0	7	3446343	3450330	-1	Os07g0164300	2356	505
Os07t0164500-01	IRGSP-1.0	7	3453921	3457164	1	Os07g0164500	0	0
Os07t0164600-01	IRGSP-1.0	7	3459870	3462736	1	Os07g0164600	5258	4390
Os07t0164700-02	IRGSP-1.0	7	3465226	3469053	-1	Os07g0164700	2662	597
Os07t0164800-01	IRGSP-1.0	7	3469431	3471635	1	Os07g0164800	5259	4391
Os07t0164900-01	IRGSP-1.0	7	3471834	3476921	-1	Os07g0164900	146	318
Os07t0165000-01	IRGSP-1.0	7	3483093	3485872	1	Os07g0165000	0	4392
Os07t0165100-01	IRGSP-1.0	7	3485972	3488626	-1	Os07g0165100	0	283
Os07t0165200-01	IRGSP-1.0	7	3494281	3499214	-1	Os07g0165200	0	97
Os07t0165300-00	IRGSP-1.0	7	3505469	3508474	1	Os07g0165300	0	1800
Os07t0165650-01	IRGSP-1.0	7	3533971	3534744	-1	Os07g0165650	0	0
Os07t0165700-01	IRGSP-1.0	7	3539543	3542189	-1	Os07g0165700	0	0
Os07t0165900-00	IRGSP-1.0	7	3547492	3548592	1	Os07g0165900	4676	31
Os07t0166100-01	IRGSP-1.0	7	3561191	3569122	-1	Os07g0166100	3715	632
Os07t0166300-00	IRGSP-1.0	7	3566767	3570883	-1	Os07g0166300	0	0
Os07t0166500-00	IRGSP-1.0	7	3573154	3573754	-1	Os07g0166500	2480	2420
Os07t0166600-01	IRGSP-1.0	7	3574979	3576767	1	Os07g0166600	0	0
Os07t0166700-01	IRGSP-1.0	7	3583172	3588346	1	Os07g0166700	4677	2900
Os07t0166800-01	IRGSP-1.0	7	3589365	3593883	-1	Os07g0166800	2708	82
Os07t0166850-00	IRGSP-1.0	7	3589444	3593774	1	Os07g0166850	4986	4233
Os07t0167000-01	IRGSP-1.0	7	3595696	3599675	1	Os07g0167000	2906	2818
Os07t0167100-01	IRGSP-1.0	7	3602446	3610749	1	Os07g0167100	0	0
Os07t0167200-01	IRGSP-1.0	7	3610852	3614403	-1	Os07g0167200	1785	20
Os07t0167300-01	IRGSP-1.0	7	3616170	3618158	1	Os07g0167300	0	4393
Os07t0167500-01	IRGSP-1.0	7	3620456	3630778	-1	Os07g0167500	0	0
Os07t0167700-01	IRGSP-1.0	7	3633980	3635156	1	Os07g0167700	0	4393
Os07t0168000-01	IRGSP-1.0	7	3645846	3656754	-1	Os07g0168000	0	1013
Os07t0168300-01	IRGSP-1.0	7	3662374	3663407	1	Os07g0168300	23	49
Os07t0168600-01	IRGSP-1.0	7	3668837	3672256	1	Os07g0168600	202	22
Os07t0168800-01	IRGSP-1.0	7	3675982	3678406	-1	Os07g0168800	4678	260
Os07t0168900-01	IRGSP-1.0	7	3677609	3678258	-1	Os07g0168900	0	0
Os07t0169100-00	IRGSP-1.0	7	3683525	3685666	-1	Os07g0169100	617	720
Os07t0169300-00	IRGSP-1.0	7	3690095	3692444	1	Os07g0169300	59	1
Os07t0169500-00	IRGSP-1.0	7	3698670	3699146	-1	Os07g0169500	248	260
Os07t0169600-01	IRGSP-1.0	7	3699627	3701537	1	Os07g0169600	0	16
Os07t0169700-01	IRGSP-1.0	7	3702346	3704648	1	Os07g0169700	1528	16
Os07t0169800-00	IRGSP-1.0	7	3706807	3711327	-1	Os07g0169800	0	479
Os07t0170000-00	IRGSP-1.0	7	3711848	3712695	1	Os07g0170000	857	115
Os07t0170016-01	IRGSP-1.0	7	3713183	3714162	1	Os07g0170016	0	2408
Os07t0170049-00	IRGSP-1.0	7	3717076	3717589	-1	Os07g0170049	857	115
Os07t0170100-02	IRGSP-1.0	7	3718724	3722592	-1	Os07g0170100	0	1426
Os07t0170200-00	IRGSP-1.0	7	3725057	3726449	1	Os07g0170200	0	2595
Os07t0170300-01	IRGSP-1.0	7	3726683	3731161	-1	Os07g0170300	311	544
Os07t0170500-01	IRGSP-1.0	7	3734562	3735397	-1	Os07g0170500	0	0
Os07t0170800-01	IRGSP-1.0	7	3745385	3749974	1	Os07g0170800	0	626
Os07t0170900-01	IRGSP-1.0	7	3754392	3757854	1	Os07g0170900	0	0
Os07t0171100-02	IRGSP-1.0	7	3760013	3761968	1	Os07g0171100	0	3088
Os07t0171200-01	IRGSP-1.0	7	3762449	3766394	-1	Os07g0171200	0	0
Os07t0171300-01	IRGSP-1.0	7	3773300	3779797	1	Os07g0171300	736	280
Os07t0172200-01	IRGSP-1.0	7	3797345	3800704	1	Os07g0172200	5237	4323
Os07t0172500-01	IRGSP-1.0	7	3813983	3817318	-1	Os07g0172500	0	1440
Os07t0172600-00	IRGSP-1.0	7	3817978	3820720	-1	Os07g0172600	0	3
Os07t0172900-01	IRGSP-1.0	7	3830318	3840267	1	Os07g0172900	4680	2098
Os07t0173100-00	IRGSP-1.0	7	3843577	3844443	1	Os07g0173100	184	3824
Os07t0173200-02	IRGSP-1.0	7	3847014	3850323	-1	Os07g0173200	4679	586
Os07t0173300-01	IRGSP-1.0	7	3859755	3861542	1	Os07g0173300	0	0
Os07t0173400-01	IRGSP-1.0	7	3864811	3868227	1	Os07g0173400	1557	417
Os07t0173501-00	IRGSP-1.0	7	3872177	3875018	1	Os07g0173501	1241	1430
Os07t0173601-00	IRGSP-1.0	7	3880975	3881725	1	Os07g0173601	0	0
Os07t0173700-00	IRGSP-1.0	7	3883518	3885696	1	Os07g0173700	1241	1430
Os07t0173850-00	IRGSP-1.0	7	3895074	3895682	-1	Os07g0173850	0	0
Os07t0174200-00	IRGSP-1.0	7	3898508	3900061	1	Os07g0174200	1241	1430
Os07t0174400-00	IRGSP-1.0	7	3910661	3911056	1	Os07g0174400	909	94
Os07t0174700-00	IRGSP-1.0	7	3919914	3920834	1	Os07g0174700	5260	4394
Os07t0174766-01	IRGSP-1.0	7	3922851	3926312	-1	Os07g0174766	0	3183
Os07t0174900-00	IRGSP-1.0	7	3947968	3949371	-1	Os07g0174900	909	94
Os07t0175000-00	IRGSP-1.0	7	3950662	3951180	1	Os07g0175000	909	94
Os07t0175100-01	IRGSP-1.0	7	3952983	3954879	-1	Os07g0175100	0	1704
Os07t0175200-01	IRGSP-1.0	7	3957209	3957722	1	Os07g0175200	0	0
Os07t0175300-01	IRGSP-1.0	7	3957966	3960638	-1	Os07g0175300	967	103
Os07t0175350-00	IRGSP-1.0	7	3970345	3975458	-1	Os07g0175350	0	0
Os07t0175400-00	IRGSP-1.0	7	3970364	3975298	1	Os07g0175400	561	334
