family	seqid1	sequid2
19	Os02t0640500-01	Os07t0262600-00
19	Os02t0640500-01	Os07t0262800-01
19	Os02t0640500-01	Os07t0283050-00
19	Os02t0640500-01	Os07t0283125-00
19	Os02t0640500-01	Os07t0575600-02
19	Os02t0640500-01	Os07t0575700-01
19	Os02t0640500-01	Os07t0575750-00
19	Os02t0640500-01	Os09t0268000-00
19	Os02t0640500-01	Os09t0268100-00
19	Os02t0640500-01	Os10t0441900-01
19	Os02t0640500-01	Os10t0442000-01
19	Os03t0258000-01	Os03t0772600-01
19	Os03t0258000-01	Os03t0772700-00
19	Os03t0258000-01	Os03t0823000-01
19	Os03t0258000-01	Os04t0531400-01
19	Os03t0258000-01	Os04t0531500-01
19	Os03t0258000-01	Os05t0387700-02
19	Os03t0258000-01	Os06t0288100-01
19	Os03t0258000-01	Os07t0129800-00
19	Os03t0258000-01	Os07t0129900-00
19	Os03t0258000-01	Os07t0130100-01
19	Os03t0258000-01	Os07t0130200-01
19	Os03t0258000-01	Os07t0130400-01
19	Os03t0258000-01	Os07t0130800-01
19	Os03t0258000-01	Os07t0131375-00
19	Os03t0258000-01	Os07t0131500-00
19	Os03t0258000-01	Os07t0132500-01
19	Os03t0258000-01	Os07t0133000-01
19	Os03t0258000-01	Os07t0133100-01
19	Os03t0258000-01	Os07t0262600-00
19	Os03t0258000-01	Os07t0262800-01
19	Os03t0258000-01	Os07t0283050-00
19	Os03t0258000-01	Os07t0283125-00
19	Os03t0258000-01	Os07t0575600-02
19	Os03t0258000-01	Os07t0575700-01
19	Os03t0258000-01	Os07t0575750-00
19	Os03t0258000-01	Os09t0268000-00
19	Os03t0258000-01	Os09t0268100-00
19	Os03t0258000-01	Os10t0441900-01
19	Os03t0258000-01	Os10t0442000-01
19	Os03t0772600-01	Os03t0772700-00
19	Os03t0772600-01	Os03t0823000-01
19	Os03t0772600-01	Os04t0531400-01
19	Os03t0772600-01	Os04t0531500-01
19	Os03t0772600-01	Os05t0387700-02
19	Os03t0772600-01	Os06t0288100-01
19	Os03t0772600-01	Os07t0129800-00
19	Os03t0772600-01	Os07t0129900-00
19	Os03t0772600-01	Os07t0130100-01
19	Os03t0772600-01	Os07t0130200-01
19	Os03t0772600-01	Os07t0130400-01
19	Os03t0772600-01	Os07t0130800-01
19	Os03t0772600-01	Os07t0131375-00
19	Os03t0772600-01	Os07t0131500-00
19	Os03t0772600-01	Os07t0132500-01
19	Os03t0772600-01	Os07t0133000-01
19	Os03t0772600-01	Os07t0133100-01
19	Os03t0772600-01	Os07t0262600-00
19	Os03t0772600-01	Os07t0262800-01
19	Os03t0772600-01	Os07t0283050-00
19	Os03t0772600-01	Os07t0283125-00
19	Os03t0772600-01	Os07t0575600-02
19	Os03t0772600-01	Os07t0575700-01
19	Os03t0772600-01	Os07t0575750-00
19	Os03t0772600-01	Os09t0268000-00
19	Os03t0772600-01	Os09t0268100-00
19	Os03t0772600-01	Os10t0441900-01
19	Os03t0772600-01	Os10t0442000-01
19	Os03t0772700-00	Os03t0823000-01
19	Os03t0772700-00	Os04t0531400-01
19	Os03t0772700-00	Os04t0531500-01
19	Os03t0772700-00	Os05t0387700-02
19	Os03t0772700-00	Os06t0288100-01
19	Os03t0772700-00	Os07t0129800-00
19	Os03t0772700-00	Os07t0129900-00
19	Os03t0772700-00	Os07t0130100-01
19	Os03t0772700-00	Os07t0130200-01
19	Os03t0772700-00	Os07t0130400-01
19	Os03t0772700-00	Os07t0130800-01
19	Os03t0772700-00	Os07t0131375-00
19	Os03t0772700-00	Os07t0131500-00
19	Os03t0772700-00	Os07t0132500-01
19	Os03t0772700-00	Os07t0133000-01
19	Os03t0772700-00	Os07t0133100-01
19	Os03t0772700-00	Os07t0262600-00
19	Os03t0772700-00	Os07t0262800-01
19	Os03t0772700-00	Os07t0283050-00
19	Os03t0772700-00	Os07t0283125-00
19	Os03t0772700-00	Os07t0575600-02
19	Os03t0772700-00	Os07t0575700-01
19	Os03t0772700-00	Os07t0575750-00
19	Os03t0772700-00	Os09t0268000-00
19	Os03t0772700-00	Os09t0268100-00
19	Os03t0772700-00	Os10t0441900-01
19	Os03t0772700-00	Os10t0442000-01
19	Os03t0823000-01	Os04t0531400-01
19	Os03t0823000-01	Os04t0531500-01
19	Os03t0823000-01	Os05t0387700-02
19	Os03t0823000-01	Os06t0288100-01
19	Os03t0823000-01	Os07t0129800-00
19	Os03t0823000-01	Os07t0129900-00
19	Os03t0823000-01	Os07t0130100-01
19	Os03t0823000-01	Os07t0130200-01
19	Os03t0823000-01	Os07t0130400-01
19	Os03t0823000-01	Os07t0130800-01
19	Os03t0823000-01	Os07t0131375-00
19	Os03t0823000-01	Os07t0131500-00
19	Os03t0823000-01	Os07t0132500-01
19	Os03t0823000-01	Os07t0133000-01
19	Os03t0823000-01	Os07t0133100-01
19	Os03t0823000-01	Os07t0262600-00
19	Os03t0823000-01	Os07t0262800-01
19	Os03t0823000-01	Os07t0283050-00
19	Os03t0823000-01	Os07t0283125-00
19	Os03t0823000-01	Os07t0575600-02
19	Os03t0823000-01	Os07t0575700-01
19	Os03t0823000-01	Os07t0575750-00
19	Os03t0823000-01	Os09t0268000-00
19	Os03t0823000-01	Os09t0268100-00
19	Os03t0823000-01	Os10t0441900-01
19	Os03t0823000-01	Os10t0442000-01
19	Os04t0531400-01	Os04t0531500-01
19	Os04t0531400-01	Os05t0387700-02
19	Os04t0531400-01	Os06t0288100-01
19	Os04t0531400-01	Os07t0129800-00
19	Os04t0531400-01	Os07t0129900-00
19	Os04t0531400-01	Os07t0130100-01
19	Os04t0531400-01	Os07t0130200-01
19	Os04t0531400-01	Os07t0130400-01
19	Os04t0531400-01	Os07t0130800-01
19	Os04t0531400-01	Os07t0131375-00
19	Os04t0531400-01	Os07t0131500-00
19	Os04t0531400-01	Os07t0132500-01
19	Os04t0531400-01	Os07t0133000-01
19	Os04t0531400-01	Os07t0133100-01
19	Os04t0531400-01	Os07t0262600-00
19	Os04t0531400-01	Os07t0262800-01
19	Os04t0531400-01	Os07t0283050-00
19	Os04t0531400-01	Os07t0283125-00
19	Os04t0531400-01	Os07t0575600-02
19	Os04t0531400-01	Os07t0575700-01
19	Os04t0531400-01	Os07t0575750-00
19	Os04t0531400-01	Os09t0268000-00
19	Os04t0531400-01	Os09t0268100-00
19	Os04t0531400-01	Os10t0441900-01
19	Os04t0531400-01	Os10t0442000-01
19	Os04t0531500-01	Os05t0387700-02
19	Os04t0531500-01	Os06t0288100-01
19	Os04t0531500-01	Os07t0129800-00
19	Os04t0531500-01	Os07t0129900-00
19	Os04t0531500-01	Os07t0130100-01
19	Os04t0531500-01	Os07t0130200-01
19	Os04t0531500-01	Os07t0130400-01
19	Os04t0531500-01	Os07t0130800-01
19	Os04t0531500-01	Os07t0131375-00
19	Os04t0531500-01	Os07t0131500-00
19	Os04t0531500-01	Os07t0132500-01
19	Os04t0531500-01	Os07t0133000-01
19	Os04t0531500-01	Os07t0133100-01
19	Os04t0531500-01	Os07t0262600-00
19	Os04t0531500-01	Os07t0262800-01
19	Os04t0531500-01	Os07t0283050-00
19	Os04t0531500-01	Os07t0283125-00
19	Os04t0531500-01	Os07t0575600-02
19	Os04t0531500-01	Os07t0575700-01
19	Os04t0531500-01	Os07t0575750-00
19	Os04t0531500-01	Os09t0268000-00
19	Os04t0531500-01	Os09t0268100-00
19	Os04t0531500-01	Os10t0441900-01
19	Os04t0531500-01	Os10t0442000-01
19	Os05t0387700-02	Os06t0288100-01
19	Os05t0387700-02	Os07t0129800-00
19	Os05t0387700-02	Os07t0129900-00
19	Os05t0387700-02	Os07t0130100-01
19	Os05t0387700-02	Os07t0130200-01
19	Os05t0387700-02	Os07t0130400-01
19	Os05t0387700-02	Os07t0130800-01
19	Os05t0387700-02	Os07t0131375-00
19	Os05t0387700-02	Os07t0131500-00
19	Os05t0387700-02	Os07t0132500-01
19	Os05t0387700-02	Os07t0133000-01
19	Os05t0387700-02	Os07t0133100-01
19	Os05t0387700-02	Os07t0262600-00
19	Os05t0387700-02	Os07t0262800-01
19	Os05t0387700-02	Os07t0283050-00
19	Os05t0387700-02	Os07t0283125-00
19	Os05t0387700-02	Os07t0575600-02
19	Os05t0387700-02	Os07t0575700-01
19	Os05t0387700-02	Os07t0575750-00
19	Os05t0387700-02	Os09t0268000-00
19	Os05t0387700-02	Os09t0268100-00
19	Os05t0387700-02	Os10t0441900-01
19	Os05t0387700-02	Os10t0442000-01
19	Os06t0288100-01	Os07t0129800-00
19	Os06t0288100-01	Os07t0129900-00
19	Os06t0288100-01	Os07t0130100-01
19	Os06t0288100-01	Os07t0130200-01
19	Os06t0288100-01	Os07t0130400-01
19	Os06t0288100-01	Os07t0130800-01
19	Os06t0288100-01	Os07t0131375-00
19	Os06t0288100-01	Os07t0131500-00
19	Os06t0288100-01	Os07t0132500-01
19	Os06t0288100-01	Os07t0133000-01
19	Os06t0288100-01	Os07t0133100-01
19	Os06t0288100-01	Os07t0262600-00
19	Os06t0288100-01	Os07t0262800-01
19	Os06t0288100-01	Os07t0283050-00
19	Os06t0288100-01	Os07t0283125-00
19	Os06t0288100-01	Os07t0575600-02
19	Os06t0288100-01	Os07t0575700-01
19	Os06t0288100-01	Os07t0575750-00
19	Os06t0288100-01	Os09t0268000-00
19	Os06t0288100-01	Os09t0268100-00
19	Os06t0288100-01	Os10t0441900-01
19	Os06t0288100-01	Os10t0442000-01
19	Os07t0129800-00	Os07t0129900-00
19	Os07t0129800-00	Os07t0130100-01
19	Os07t0129800-00	Os07t0130200-01
19	Os07t0129800-00	Os07t0130400-01
19	Os07t0129800-00	Os07t0130800-01
19	Os07t0129800-00	Os07t0131375-00
19	Os07t0129800-00	Os07t0131500-00
19	Os07t0129800-00	Os07t0132500-01
19	Os07t0129800-00	Os07t0133000-01
19	Os07t0129800-00	Os07t0133100-01
19	Os07t0129800-00	Os07t0262600-00
19	Os07t0129800-00	Os07t0262800-01
19	Os07t0129800-00	Os07t0283050-00
19	Os07t0129800-00	Os07t0283125-00
19	Os07t0129800-00	Os07t0575600-02
19	Os07t0129800-00	Os07t0575700-01
19	Os07t0129800-00	Os07t0575750-00
19	Os07t0129800-00	Os09t0268000-00
19	Os07t0129800-00	Os09t0268100-00
19	Os07t0129800-00	Os10t0441900-01
19	Os07t0129800-00	Os10t0442000-01
19	Os07t0129900-00	Os07t0130100-01
19	Os07t0129900-00	Os07t0130200-01
19	Os07t0129900-00	Os07t0130400-01
19	Os07t0129900-00	Os07t0130800-01
19	Os07t0129900-00	Os07t0131375-00
19	Os07t0129900-00	Os07t0131500-00
19	Os07t0129900-00	Os07t0132500-01
19	Os07t0129900-00	Os07t0133000-01
19	Os07t0129900-00	Os07t0133100-01
19	Os07t0129900-00	Os07t0262600-00
19	Os07t0129900-00	Os07t0262800-01
19	Os07t0129900-00	Os07t0283050-00
19	Os07t0129900-00	Os07t0283125-00
19	Os07t0129900-00	Os07t0575600-02
19	Os07t0129900-00	Os07t0575700-01
19	Os07t0129900-00	Os07t0575750-00
19	Os07t0129900-00	Os09t0268000-00
19	Os07t0129900-00	Os09t0268100-00
19	Os07t0129900-00	Os10t0441900-01
19	Os07t0129900-00	Os10t0442000-01
19	Os07t0130100-01	Os07t0130200-01
19	Os07t0130100-01	Os07t0130400-01
19	Os07t0130100-01	Os07t0130800-01
19	Os07t0130100-01	Os07t0131375-00
19	Os07t0130100-01	Os07t0131500-00
19	Os07t0130100-01	Os07t0132500-01
19	Os07t0130100-01	Os07t0133000-01
19	Os07t0130100-01	Os07t0133100-01
19	Os07t0130100-01	Os07t0262600-00
19	Os07t0130100-01	Os07t0262800-01
19	Os07t0130100-01	Os07t0283050-00
19	Os07t0130100-01	Os07t0283125-00
19	Os07t0130100-01	Os07t0575600-02
19	Os07t0130100-01	Os07t0575700-01
19	Os07t0130100-01	Os07t0575750-00
19	Os07t0130100-01	Os09t0268000-00
19	Os07t0130100-01	Os09t0268100-00
19	Os07t0130100-01	Os10t0441900-01
19	Os07t0130100-01	Os10t0442000-01
19	Os07t0130200-01	Os07t0130400-01
19	Os07t0130200-01	Os07t0130800-01
19	Os07t0130200-01	Os07t0131375-00
19	Os07t0130200-01	Os07t0131500-00
19	Os07t0130200-01	Os07t0132500-01
19	Os07t0130200-01	Os07t0133000-01
19	Os07t0130200-01	Os07t0133100-01
19	Os07t0130200-01	Os07t0262600-00
19	Os07t0130200-01	Os07t0262800-01
19	Os07t0130200-01	Os07t0283050-00
19	Os07t0130200-01	Os07t0283125-00
19	Os07t0130200-01	Os07t0575600-02
19	Os07t0130200-01	Os07t0575700-01
19	Os07t0130200-01	Os07t0575750-00
19	Os07t0130200-01	Os09t0268000-00
19	Os07t0130200-01	Os09t0268100-00
19	Os07t0130200-01	Os10t0441900-01
19	Os07t0130200-01	Os10t0442000-01
19	Os07t0130400-01	Os07t0130800-01
19	Os07t0130400-01	Os07t0131375-00
19	Os07t0130400-01	Os07t0131500-00
19	Os07t0130400-01	Os07t0132500-01
19	Os07t0130400-01	Os07t0133000-01
19	Os07t0130400-01	Os07t0133100-01
19	Os07t0130400-01	Os07t0262600-00
19	Os07t0130400-01	Os07t0262800-01
19	Os07t0130400-01	Os07t0283050-00
19	Os07t0130400-01	Os07t0283125-00
19	Os07t0130400-01	Os07t0575600-02
19	Os07t0130400-01	Os07t0575700-01
19	Os07t0130400-01	Os07t0575750-00
19	Os07t0130400-01	Os09t0268000-00
19	Os07t0130400-01	Os09t0268100-00
19	Os07t0130400-01	Os10t0441900-01
19	Os07t0130400-01	Os10t0442000-01
19	Os07t0130800-01	Os07t0131375-00
19	Os07t0130800-01	Os07t0131500-00
19	Os07t0130800-01	Os07t0132500-01
19	Os07t0130800-01	Os07t0133000-01
19	Os07t0130800-01	Os07t0133100-01
19	Os07t0130800-01	Os07t0262600-00
19	Os07t0130800-01	Os07t0262800-01
19	Os07t0130800-01	Os07t0283050-00
19	Os07t0130800-01	Os07t0283125-00
19	Os07t0130800-01	Os07t0575600-02
19	Os07t0130800-01	Os07t0575700-01
19	Os07t0130800-01	Os07t0575750-00
19	Os07t0130800-01	Os09t0268000-00
19	Os07t0130800-01	Os09t0268100-00
19	Os07t0130800-01	Os10t0441900-01
19	Os07t0130800-01	Os10t0442000-01
19	Os07t0131375-00	Os07t0131500-00
19	Os07t0131375-00	Os07t0132500-01
19	Os07t0131375-00	Os07t0133000-01
19	Os07t0131375-00	Os07t0133100-01
19	Os07t0131375-00	Os07t0262600-00
19	Os07t0131375-00	Os07t0262800-01
19	Os07t0131375-00	Os07t0283050-00
19	Os07t0131375-00	Os07t0283125-00
19	Os07t0131375-00	Os07t0575600-02
19	Os07t0131375-00	Os07t0575700-01
19	Os07t0131375-00	Os07t0575750-00
19	Os07t0131375-00	Os09t0268000-00
19	Os07t0131375-00	Os09t0268100-00
19	Os07t0131375-00	Os10t0441900-01
19	Os07t0131375-00	Os10t0442000-01
19	Os07t0131500-00	Os07t0132500-01
19	Os07t0131500-00	Os07t0133000-01
19	Os07t0131500-00	Os07t0133100-01
19	Os07t0131500-00	Os07t0262600-00
19	Os07t0131500-00	Os07t0262800-01
19	Os07t0131500-00	Os07t0283050-00
19	Os07t0131500-00	Os07t0283125-00
19	Os07t0131500-00	Os07t0575600-02
19	Os07t0131500-00	Os07t0575700-01
19	Os07t0131500-00	Os07t0575750-00
19	Os07t0131500-00	Os09t0268000-00
19	Os07t0131500-00	Os09t0268100-00
19	Os07t0131500-00	Os10t0441900-01
19	Os07t0131500-00	Os10t0442000-01
19	Os07t0132500-01	Os07t0133000-01
19	Os07t0132500-01	Os07t0133100-01
19	Os07t0132500-01	Os07t0262600-00
19	Os07t0132500-01	Os07t0262800-01
19	Os07t0132500-01	Os07t0283050-00
19	Os07t0132500-01	Os07t0283125-00
19	Os07t0132500-01	Os07t0575600-02
19	Os07t0132500-01	Os07t0575700-01
19	Os07t0132500-01	Os07t0575750-00
19	Os07t0132500-01	Os09t0268000-00
19	Os07t0132500-01	Os09t0268100-00
19	Os07t0132500-01	Os10t0441900-01
19	Os07t0132500-01	Os10t0442000-01
19	Os07t0133000-01	Os07t0133100-01
19	Os07t0133000-01	Os07t0262600-00
19	Os07t0133000-01	Os07t0262800-01
19	Os07t0133000-01	Os07t0283050-00
19	Os07t0133000-01	Os07t0283125-00
19	Os07t0133000-01	Os07t0575600-02
19	Os07t0133000-01	Os07t0575700-01
19	Os07t0133000-01	Os07t0575750-00
19	Os07t0133000-01	Os09t0268000-00
19	Os07t0133000-01	Os09t0268100-00
19	Os07t0133000-01	Os10t0441900-01
19	Os07t0133000-01	Os10t0442000-01
19	Os07t0133100-01	Os07t0262600-00
19	Os07t0133100-01	Os07t0262800-01
19	Os07t0133100-01	Os07t0283050-00
19	Os07t0133100-01	Os07t0283125-00
19	Os07t0133100-01	Os07t0575600-02
19	Os07t0133100-01	Os07t0575700-01
19	Os07t0133100-01	Os07t0575750-00
19	Os07t0133100-01	Os09t0268000-00
19	Os07t0133100-01	Os09t0268100-00
19	Os07t0133100-01	Os10t0441900-01
19	Os07t0133100-01	Os10t0442000-01
19	Os07t0262600-00	Os07t0262800-01
19	Os07t0262600-00	Os07t0283050-00
19	Os07t0262600-00	Os07t0283125-00
19	Os07t0262600-00	Os07t0575600-02
19	Os07t0262600-00	Os07t0575700-01
19	Os07t0262600-00	Os07t0575750-00
19	Os07t0262600-00	Os09t0268000-00
19	Os07t0262600-00	Os09t0268100-00
19	Os07t0262600-00	Os10t0441900-01
19	Os07t0262600-00	Os10t0442000-01
19	Os07t0262800-01	Os07t0283050-00
19	Os07t0262800-01	Os07t0283125-00
19	Os07t0262800-01	Os07t0575600-02
19	Os07t0262800-01	Os07t0575700-01
19	Os07t0262800-01	Os07t0575750-00
19	Os07t0262800-01	Os09t0268000-00
19	Os07t0262800-01	Os09t0268100-00
19	Os07t0262800-01	Os10t0441900-01
19	Os07t0262800-01	Os10t0442000-01
19	Os07t0283050-00	Os07t0283125-00
19	Os07t0283050-00	Os07t0575600-02
19	Os07t0283050-00	Os07t0575700-01
19	Os07t0283050-00	Os07t0575750-00
19	Os07t0283050-00	Os09t0268000-00
19	Os07t0283050-00	Os09t0268100-00
19	Os07t0283050-00	Os10t0441900-01
19	Os07t0283050-00	Os10t0442000-01
19	Os07t0283125-00	Os07t0575600-02
19	Os07t0283125-00	Os07t0575700-01
19	Os07t0283125-00	Os07t0575750-00
19	Os07t0283125-00	Os09t0268000-00
19	Os07t0283125-00	Os09t0268100-00
19	Os07t0283125-00	Os10t0441900-01
19	Os07t0283125-00	Os10t0442000-01
19	Os07t0575600-02	Os07t0575700-01
19	Os07t0575600-02	Os07t0575750-00
19	Os07t0575600-02	Os09t0268000-00
19	Os07t0575600-02	Os09t0268100-00
19	Os07t0575600-02	Os10t0441900-01
19	Os07t0575600-02	Os10t0442000-01
19	Os07t0575700-01	Os07t0575750-00
19	Os07t0575700-01	Os09t0268000-00
19	Os07t0575700-01	Os09t0268100-00
19	Os07t0575700-01	Os10t0441900-01
19	Os07t0575700-01	Os10t0442000-01
19	Os07t0575750-00	Os09t0268000-00
19	Os07t0575750-00	Os09t0268100-00
19	Os07t0575750-00	Os10t0441900-01
19	Os07t0575750-00	Os10t0442000-01
19	Os09t0268000-00	Os09t0268100-00
19	Os09t0268000-00	Os10t0441900-01
19	Os09t0268000-00	Os10t0442000-01
19	Os09t0268100-00	Os10t0441900-01
19	Os09t0268100-00	Os10t0442000-01
19	Os10t0441900-01	Os10t0442000-01
20	Os01t0248900-01	Os01t0249100-00
20	Os01t0248900-01	Os01t0274500-00
20	Os01t0248900-01	Os01t0823100-01
20	Os01t0248900-01	Os02t0267200-00
20	Os01t0248900-01	Os02t0267700-00
20	Os01t0248900-01	Os02t0267900-00
20	Os01t0248900-01	Os02t0268050-00
20	Os01t0248900-01	Os02t0268400-00
20	Os01t0248900-01	Os02t0268600-00
20	Os01t0248900-01	Os02t0744200-01
20	Os01t0248900-01	Os03t0155300-00
20	Os01t0248900-01	Os03t0155500-00
20	Os01t0248900-01	Os03t0155700-00
20	Os01t0248900-01	Os03t0155900-01
20	Os01t0248900-01	Os03t0156000-00
20	Os01t0248900-01	Os03t0156300-00
20	Os01t0248900-01	Os03t0336400-01
20	Os01t0248900-01	Os03t0377100-01
20	Os01t0248900-01	Os03t0428700-01
20	Os01t0248900-01	Os03t0822000-01
20	Os01t0248900-01	Os04t0228400-01
20	Os01t0248900-01	Os04t0583500-01
20	Os01t0248900-01	Os05t0276500-01
20	Os01t0248900-01	Os05t0277000-00
20	Os01t0248900-01	Os05t0477600-01
20	Os01t0248900-01	Os06t0108600-00
20	Os01t0248900-01	Os06t0621900-01
20	Os01t0248900-01	Os06t0718100-01
20	Os01t0248900-01	Os08t0561900-01
20	Os01t0248900-01	Os10t0439100-00
20	Os01t0248900-01	Os10t0439200-00
20	Os01t0248900-01	Os10t0535900-00
20	Os01t0248900-01	Os12t0546800-01
20	Os01t0249100-00	Os01t0274500-00
20	Os01t0249100-00	Os01t0823100-01
20	Os01t0249100-00	Os02t0267200-00
20	Os01t0249100-00	Os02t0267700-00
20	Os01t0249100-00	Os02t0267900-00
20	Os01t0249100-00	Os02t0268050-00
20	Os01t0249100-00	Os02t0268400-00
20	Os01t0249100-00	Os02t0268600-00
20	Os01t0249100-00	Os02t0744200-01
20	Os01t0249100-00	Os03t0155300-00
20	Os01t0249100-00	Os03t0155500-00
20	Os01t0249100-00	Os03t0155700-00
20	Os01t0249100-00	Os03t0155900-01
20	Os01t0249100-00	Os03t0156000-00
20	Os01t0249100-00	Os03t0156300-00
20	Os01t0249100-00	Os03t0336400-01
20	Os01t0249100-00	Os03t0377100-01
20	Os01t0249100-00	Os03t0428700-01
20	Os01t0249100-00	Os03t0822000-01
20	Os01t0249100-00	Os04t0228400-01
20	Os01t0249100-00	Os04t0583500-01
20	Os01t0249100-00	Os05t0276500-01
20	Os01t0249100-00	Os05t0277000-00
20	Os01t0249100-00	Os05t0477600-01
20	Os01t0249100-00	Os06t0108600-00
20	Os01t0249100-00	Os06t0621900-01
20	Os01t0249100-00	Os06t0718100-01
20	Os01t0249100-00	Os08t0561900-01
20	Os01t0249100-00	Os10t0439100-00
20	Os01t0249100-00	Os10t0439200-00
20	Os01t0249100-00	Os10t0535900-00
20	Os01t0249100-00	Os12t0546800-01
20	Os01t0274500-00	Os01t0823100-01
20	Os01t0274500-00	Os02t0267200-00
20	Os01t0274500-00	Os02t0267700-00
20	Os01t0274500-00	Os02t0267900-00
20	Os01t0274500-00	Os02t0268050-00
20	Os01t0274500-00	Os02t0268400-00
20	Os01t0274500-00	Os02t0268600-00
20	Os01t0274500-00	Os02t0744200-01
20	Os01t0274500-00	Os03t0155300-00
20	Os01t0274500-00	Os03t0155500-00
20	Os01t0274500-00	Os03t0155700-00
20	Os01t0274500-00	Os03t0155900-01
20	Os01t0274500-00	Os03t0156000-00
20	Os01t0274500-00	Os03t0156300-00
20	Os01t0274500-00	Os03t0336400-01
20	Os01t0274500-00	Os03t0377100-01
20	Os01t0274500-00	Os03t0428700-01
20	Os01t0274500-00	Os03t0822000-01
20	Os01t0274500-00	Os04t0228400-01
20	Os01t0274500-00	Os04t0583500-01
20	Os01t0274500-00	Os05t0276500-01
20	Os01t0274500-00	Os05t0277000-00
20	Os01t0274500-00	Os05t0477600-01
20	Os01t0274500-00	Os06t0108600-00
20	Os01t0274500-00	Os06t0621900-01
20	Os01t0274500-00	Os06t0718100-01
20	Os01t0274500-00	Os08t0561900-01
20	Os01t0274500-00	Os10t0439100-00
20	Os01t0274500-00	Os10t0439200-00
20	Os01t0274500-00	Os10t0535900-00
20	Os01t0274500-00	Os12t0546800-01
20	Os01t0823100-01	Os02t0267200-00
20	Os01t0823100-01	Os02t0267700-00
20	Os01t0823100-01	Os02t0267900-00
20	Os01t0823100-01	Os02t0268050-00
20	Os01t0823100-01	Os02t0268400-00
20	Os01t0823100-01	Os02t0268600-00
20	Os01t0823100-01	Os02t0744200-01
20	Os01t0823100-01	Os03t0155300-00
20	Os01t0823100-01	Os03t0155500-00
20	Os01t0823100-01	Os03t0155700-00
20	Os01t0823100-01	Os03t0155900-01
20	Os01t0823100-01	Os03t0156000-00
20	Os01t0823100-01	Os03t0156300-00
20	Os01t0823100-01	Os03t0336400-01
20	Os01t0823100-01	Os03t0377100-01
20	Os01t0823100-01	Os03t0428700-01
20	Os01t0823100-01	Os03t0822000-01
20	Os01t0823100-01	Os04t0228400-01
20	Os01t0823100-01	Os04t0583500-01
20	Os01t0823100-01	Os05t0276500-01
20	Os01t0823100-01	Os05t0277000-00
20	Os01t0823100-01	Os05t0477600-01
20	Os01t0823100-01	Os06t0108600-00
20	Os01t0823100-01	Os06t0621900-01
20	Os01t0823100-01	Os06t0718100-01
20	Os01t0823100-01	Os08t0561900-01
20	Os01t0823100-01	Os10t0439100-00
20	Os01t0823100-01	Os10t0439200-00
20	Os01t0823100-01	Os10t0535900-00
20	Os01t0823100-01	Os12t0546800-01
20	Os02t0267200-00	Os02t0267700-00
20	Os02t0267200-00	Os02t0267900-00
20	Os02t0267200-00	Os02t0268050-00
20	Os02t0267200-00	Os02t0268400-00
20	Os02t0267200-00	Os02t0268600-00
20	Os02t0267200-00	Os02t0744200-01
20	Os02t0267200-00	Os03t0155300-00
20	Os02t0267200-00	Os03t0155500-00
20	Os02t0267200-00	Os03t0155700-00
20	Os02t0267200-00	Os03t0155900-01
20	Os02t0267200-00	Os03t0156000-00
20	Os02t0267200-00	Os03t0156300-00
20	Os02t0267200-00	Os03t0336400-01
20	Os02t0267200-00	Os03t0377100-01
20	Os02t0267200-00	Os03t0428700-01
20	Os02t0267200-00	Os03t0822000-01
20	Os02t0267200-00	Os04t0228400-01
20	Os02t0267200-00	Os04t0583500-01
20	Os02t0267200-00	Os05t0276500-01
20	Os02t0267200-00	Os05t0277000-00
20	Os02t0267200-00	Os05t0477600-01
20	Os02t0267200-00	Os06t0108600-00
20	Os02t0267200-00	Os06t0621900-01
20	Os02t0267200-00	Os06t0718100-01
20	Os02t0267200-00	Os08t0561900-01
20	Os02t0267200-00	Os10t0439100-00
20	Os02t0267200-00	Os10t0439200-00
20	Os02t0267200-00	Os10t0535900-00
20	Os02t0267200-00	Os12t0546800-01
20	Os02t0267700-00	Os02t0267900-00
20	Os02t0267700-00	Os02t0268050-00
20	Os02t0267700-00	Os02t0268400-00
20	Os02t0267700-00	Os02t0268600-00
20	Os02t0267700-00	Os02t0744200-01
20	Os02t0267700-00	Os03t0155300-00
20	Os02t0267700-00	Os03t0155500-00
20	Os02t0267700-00	Os03t0155700-00
20	Os02t0267700-00	Os03t0155900-01
20	Os02t0267700-00	Os03t0156000-00
20	Os02t0267700-00	Os03t0156300-00
20	Os02t0267700-00	Os03t0336400-01
20	Os02t0267700-00	Os03t0377100-01
20	Os02t0267700-00	Os03t0428700-01
20	Os02t0267700-00	Os03t0822000-01
20	Os02t0267700-00	Os04t0228400-01
20	Os02t0267700-00	Os04t0583500-01
20	Os02t0267700-00	Os05t0276500-01
20	Os02t0267700-00	Os05t0277000-00
20	Os02t0267700-00	Os05t0477600-01
20	Os02t0267700-00	Os06t0108600-00
20	Os02t0267700-00	Os06t0621900-01
20	Os02t0267700-00	Os06t0718100-01
20	Os02t0267700-00	Os08t0561900-01
20	Os02t0267700-00	Os10t0439100-00
20	Os02t0267700-00	Os10t0439200-00
20	Os02t0267700-00	Os10t0535900-00
20	Os02t0267700-00	Os12t0546800-01
20	Os02t0267900-00	Os02t0268050-00
20	Os02t0267900-00	Os02t0268400-00
20	Os02t0267900-00	Os02t0268600-00
20	Os02t0267900-00	Os02t0744200-01
20	Os02t0267900-00	Os03t0155300-00
20	Os02t0267900-00	Os03t0155500-00
