seqid	assembly	chromosome	start	end	strand	geneID
Os01t0237750-00	IRGSP-1.0	1	7624002	7624487	-1	Os01g0237750
Os02t0745250-00	IRGSP-1.0	2	31280964	31282252	1	Os02g0745250
Os07t0445600-02	IRGSP-1.0	7	15205607	15211446	-1	Os07g0445600
Os07t0445600-01	IRGSP-1.0	7	15204094	15211471	-1	Os07g0445600
Os03t0801700-01	IRGSP-1.0	3	33433385	33436696	-1	Os03g0801700
Os10t0482066-00	IRGSP-1.0	10	18192191	18192421	-1	Os10g0482066
Os01t0190500-01	IRGSP-1.0	1	4826590	4828733	1	Os01g0190500
Os11t0206400-01	IRGSP-1.0	11	5363189	5364957	-1	Os11g0206400
Os03t0167500-02	IRGSP-1.0	3	3646873	3651577	1	Os03g0167500
Os03t0167500-01	IRGSP-1.0	3	3647017	3651575	1	Os03g0167500
Os03t0111000-01	IRGSP-1.0	3	639561	640077	-1	Os03g0111000
Os02t0709200-01	IRGSP-1.0	2	29324774	29328372	-1	Os02g0709200
Os01t0745700-02	IRGSP-1.0	1	31181687	31182337	-1	Os01g0745700
Os01t0745700-01	IRGSP-1.0	1	31180196	31182456	-1	Os01g0745700
Os04t0648750-01	IRGSP-1.0	4	33014502	33015495	-1	Os04g0648750
Os03t0232600-01	IRGSP-1.0	3	7029174	7031611	-1	Os03g0232600
Os10t0544950-01	IRGSP-1.0	10	21292947	21293993	-1	Os10g0544950
Os05t0526400-01	IRGSP-1.0	5	26180148	26182311	-1	Os05g0526400
Os08t0319900-01	IRGSP-1.0	8	13912935	13919786	-1	Os08g0319900
Os02t0136400-00	IRGSP-1.0	2	1930432	1932419	-1	Os02g0136400
Os06t0623700-01	IRGSP-1.0	6	25093242	25094294	1	Os06g0623700
Os04t0665900-00	IRGSP-1.0	4	33990056	33990556	-1	Os04g0665900
Os04t0418800-02	IRGSP-1.0	4	20708035	20709830	1	Os04g0418800
Os04t0418800-01	IRGSP-1.0	4	20708033	20709822	1	Os04g0418800
Os05t0426300-02	IRGSP-1.0	5	20895258	20897832	1	Os05g0426300
Os05t0426300-01	IRGSP-1.0	5	20894101	20897851	1	Os05g0426300
Os02t0169400-01	IRGSP-1.0	2	3748511	3755492	-1	Os02g0169400
Os06t0275600-02	IRGSP-1.0	6	9365581	9367971	1	Os06g0275600
Os06t0275600-01	IRGSP-1.0	6	9364131	9367997	1	Os06g0275600
Os07t0110400-02	IRGSP-1.0	7	580112	582192	1	Os07g0110400
Os07t0110400-01	IRGSP-1.0	7	575571	582192	1	Os07g0110400
Os03t0115000-01	IRGSP-1.0	3	850769	851768	1	Os03g0115000
Os02t0644400-00	IRGSP-1.0	2	25922696	25925807	-1	Os02g0644400
Os05t0564700-00	IRGSP-1.0	5	28109440	28110288	-1	Os05g0564700
Os01t0852200-03	IRGSP-1.0	1	36687788	36691363	-1	Os01g0852200
Os01t0852200-02	IRGSP-1.0	1	36687545	36691370	-1	Os01g0852200
Os01t0852200-01	IRGSP-1.0	1	36687782	36695629	-1	Os01g0852200
Os09t0401300-03	IRGSP-1.0	9	14057996	14059093	-1	Os09g0401300
Os09t0401300-02	IRGSP-1.0	9	14056118	14059595	-1	Os09g0401300
Os09t0401300-01	IRGSP-1.0	9	14056130	14060316	-1	Os09g0401300
Os01t0869600-01	IRGSP-1.0	1	37690326	37693116	1	Os01g0869600
Os01t0603200-02	IRGSP-1.0	1	23748957	23751526	-1	Os01g0603200
Os01t0603200-01	IRGSP-1.0	1	23750300	23751636	-1	Os01g0603200
Os05t0559800-00	IRGSP-1.0	5	27867716	27868234	1	Os05g0559800
Os06t0595180-00	IRGSP-1.0	6	23406837	23407305	-1	Os06g0595180
Os06t0331500-01	IRGSP-1.0	6	13120298	13120764	1	Os06g0331500
Os09t0272500-01	IRGSP-1.0	9	5445591	5450231	-1	Os09g0272500
Os03t0790801-00	IRGSP-1.0	3	32873016	32873925	1	Os03g0790801
Os09t0451133-00	IRGSP-1.0	9	16886440	16887553	1	Os09g0451133
Os04t0532500-01	IRGSP-1.0	4	26621017	26622583	-1	Os04g0532500
Os12t0502300-01	IRGSP-1.0	12	19138425	19143392	-1	Os12g0502300
Os01t0767100-01	IRGSP-1.0	1	32334681	32338053	-1	Os01g0767100
Os01t0158200-01	IRGSP-1.0	1	3054481	3057198	1	Os01g0158200
Os01t0205200-01	IRGSP-1.0	1	5764652	5766659	-1	Os01g0205200
Os01t0220801-00	IRGSP-1.0	1	6617011	6618001	1	Os01g0220801
Os11t0528400-01	IRGSP-1.0	11	19175188	19179728	-1	Os11g0528400
Os11t0534300-01	IRGSP-1.0	11	19481652	19484228	-1	Os11g0534300
Os04t0114801-00	IRGSP-1.0	4	885541	886249	1	Os04g0114801
Os07t0595700-01	IRGSP-1.0	7	24242250	24243369	-1	Os07g0595700
Os07t0495000-01	IRGSP-1.0	7	18509998	18515145	1	Os07g0495000
Os04t0545200-00	IRGSP-1.0	4	27318763	27323515	-1	Os04g0545200
Os02t0707200-00	IRGSP-1.0	2	29238147	29239269	-1	Os02g0707200
Os04t0552400-01	IRGSP-1.0	4	27666027	27668280	1	Os04g0552400
Os03t0642450-00	IRGSP-1.0	3	24754578	24755402	1	Os03g0642450
Os07t0540500-00	IRGSP-1.0	7	21333060	21335665	-1	Os07g0540500
Os10t0495900-01	IRGSP-1.0	10	18869929	18872891	1	Os10g0495900
Os04t0243400-01	IRGSP-1.0	4	9262698	9265370	-1	Os04g0243400
Os09t0441100-01	IRGSP-1.0	9	16361323	16363289	-1	Os09g0441100
Os09t0283600-01	IRGSP-1.0	9	6195158	6196917	1	Os09g0283600
Os01t0548000-01	IRGSP-1.0	1	20407433	20414990	-1	Os01g0548000
Os01t0548000-02	IRGSP-1.0	1	20414117	20414976	-1	Os01g0548000
Os01t0174100-01	IRGSP-1.0	1	3818050	3818753	-1	Os01g0174100
Os05t0542600-01	IRGSP-1.0	5	26930547	26935797	1	Os05g0542600
Os07t0675100-01	IRGSP-1.0	7	28559086	28562956	-1	Os07g0675100
Os01t0393300-00	IRGSP-1.0	1	16730058	16731058	-1	Os01g0393300
Os03t0145500-01	IRGSP-1.0	3	2516859	2525960	-1	Os03g0145500
Os02t0478050-01	IRGSP-1.0	2	16397680	16401544	-1	Os02g0478050
Os01t0184100-01	IRGSP-1.0	1	4449070	4449876	-1	Os01g0184100
Os01t0776300-01	IRGSP-1.0	1	32835841	32838252	1	Os01g0776300
Os10t0420800-01	IRGSP-1.0	10	14822472	14829980	1	Os10g0420800
Os05t0110700-01	IRGSP-1.0	5	568790	572502	-1	Os05g0110700
Os01t0613900-03	IRGSP-1.0	1	24354168	24360437	-1	Os01g0613900
Os01t0613900-02	IRGSP-1.0	1	24355128	24360474	-1	Os01g0613900
Os01t0613900-01	IRGSP-1.0	1	24354170	24360484	-1	Os01g0613900
Os05t0117864-01	IRGSP-1.0	5	947775	951933	-1	Os05g0117864
Os02t0122000-01	IRGSP-1.0	2	1158885	1161181	-1	Os02g0122000
Os11t0102500-01	IRGSP-1.0	11	99472	99889	1	Os11g0102500
Os01t0883900-02	IRGSP-1.0	1	38386429	38391315	-1	Os01g0883900
Os01t0883900-01	IRGSP-1.0	1	38386425	38391652	-1	Os01g0883900
Os06t0116100-01	IRGSP-1.0	6	885834	892451	1	Os06g0116100
Os08t0101900-00	IRGSP-1.0	8	108447	109106	1	Os08g0101900
Os04t0127500-01	IRGSP-1.0	4	1723217	1727297	1	Os04g0127500
Os07t0631500-01	IRGSP-1.0	7	26192824	26194365	1	Os07g0631500
Os05t0228000-02	IRGSP-1.0	5	7775450	7780892	-1	Os05g0228000
Os05t0228000-01	IRGSP-1.0	5	7775450	7780974	-1	Os05g0228000
Os01t0507900-01	IRGSP-1.0	1	17746363	17752009	1	Os01g0507900
Os05t0194900-01	IRGSP-1.0	5	5814320	5815467	1	Os05g0194900
Os01t0839200-01	IRGSP-1.0	1	36002559	36005000	-1	Os01g0839200
Os10t0143200-00	IRGSP-1.0	10	2619498	2619929	1	Os10g0143200
Os03t0693600-00	IRGSP-1.0	3	27775328	27778427	1	Os03g0693600
Os03t0254400-02	IRGSP-1.0	3	8152544	8154323	1	Os03g0254400
Os03t0254400-01	IRGSP-1.0	3	8152539	8154731	1	Os03g0254400
Os10t0200700-01	IRGSP-1.0	10	7114764	7116090	-1	Os10g0200700
Os01t0680650-00	IRGSP-1.0	1	28014729	28015022	1	Os01g0680650
Os04t0326366-00	IRGSP-1.0	4	15135513	15136202	-1	Os04g0326366
Os01t0147400-00	IRGSP-1.0	1	2570072	2571010	-1	Os01g0147400
Os08t0499800-01	IRGSP-1.0	8	24673130	24676283	1	Os08g0499800
Os05t0261700-01	IRGSP-1.0	5	10124779	10126224	-1	Os05g0261700
Os05t0261700-02	IRGSP-1.0	5	10114810	10125806	-1	Os05g0261700
Os08t0202300-01	IRGSP-1.0	8	5942660	5944135	1	Os08g0202300
Os08t0202300-02	IRGSP-1.0	8	5942661	5960134	1	Os08g0202300
Os08t0202300-03	IRGSP-1.0	8	5942755	5949448	1	Os08g0202300
Os08t0202300-04	IRGSP-1.0	8	5950971	5956161	1	Os08g0202300
Os03t0830600-01	IRGSP-1.0	3	34891223	34892049	-1	Os03g0830600
Os07t0476500-01	IRGSP-1.0	7	17254973	17260556	-1	Os07g0476500
Os06t0643750-00	IRGSP-1.0	6	26235335	26237922	1	Os06g0643750
Os02t0778600-01	IRGSP-1.0	2	32961965	32963974	1	Os02g0778600
Os05t0524300-01	IRGSP-1.0	5	26101976	26106270	1	Os05g0524300
Os08t0548600-01	IRGSP-1.0	8	27514808	27516115	-1	Os08g0548600
Os01t0126100-01	IRGSP-1.0	1	1433996	1436809	1	Os01g0126100
Os01t0175500-01	IRGSP-1.0	1	3875771	3877745	1	Os01g0175500
Os10t0326200-00	IRGSP-1.0	10	9056301	9057476	1	Os10g0326200
Os01t0602466-00	IRGSP-1.0	1	23682415	23685494	1	Os01g0602466
Os03t0776000-01	IRGSP-1.0	3	32175291	32182089	1	Os03g0776000
Os03t0736400-02	IRGSP-1.0	3	30188211	30191567	-1	Os03g0736400
Os03t0736400-01	IRGSP-1.0	3	30188211	30191568	-1	Os03g0736400
Os01t0520340-01	IRGSP-1.0	1	18527781	18531782	-1	Os01g0520340
Os12t0512800-01	IRGSP-1.0	12	19848833	19851543	-1	Os12g0512800
Os06t0699600-01	IRGSP-1.0	6	29407744	29411786	1	Os06g0699600
Os04t0442300-02	IRGSP-1.0	4	22024130	22027482	-1	Os04g0442300
Os04t0442300-01	IRGSP-1.0	4	22023832	22027680	-1	Os04g0442300
Os10t0114300-01	IRGSP-1.0	10	923908	926465	1	Os10g0114300
Os03t0582000-03	IRGSP-1.0	3	21394160	21394721	1	Os03g0582000
Os03t0582000-01	IRGSP-1.0	3	21392897	21394721	1	Os03g0582000
Os03t0582000-02	IRGSP-1.0	3	21393006	21394893	1	Os03g0582000
Os05t0540300-01	IRGSP-1.0	5	26835675	26840306	-1	Os05g0540300
Os06t0607850-00	IRGSP-1.0	6	24183835	24186043	-1	Os06g0607850
Os01t0152000-01	IRGSP-1.0	1	2810313	2815017	1	Os01g0152000
Os05t0564400-02	IRGSP-1.0	5	28092844	28094569	-1	Os05g0564400
Os10t0423501-00	IRGSP-1.0	10	15008566	15009237	-1	Os10g0423501
Os10t0370700-01	IRGSP-1.0	10	11691235	11695039	-1	Os10g0370700
Os02t0727200-00	IRGSP-1.0	2	30260591	30261180	1	Os02g0727200
Os09t0432231-00	IRGSP-1.0	9	15862551	15863211	-1	Os09g0432231
Os01t0939400-01	IRGSP-1.0	1	41236412	41238794	-1	Os01g0939400
Os05t0438500-01	IRGSP-1.0	5	21491943	21493609	1	Os05g0438500
Os02t0301800-01	IRGSP-1.0	2	11703714	11708370	-1	Os02g0301800
Os02t0301800-02	IRGSP-1.0	2	11701995	11707651	-1	Os02g0301800
Os05t0417251-00	IRGSP-1.0	5	20440882	20441717	1	Os05g0417251
Os01t0866750-00	IRGSP-1.0	1	37529968	37530437	-1	Os01g0866750
Os12t0597400-01	IRGSP-1.0	12	25082544	25085996	-1	Os12g0597400
Os03t0755000-01	IRGSP-1.0	3	31140050	31148968	1	Os03g0755000
Os03t0822033-00	IRGSP-1.0	3	34508917	34510858	1	Os03g0822033
Os07t0507500-01	IRGSP-1.0	7	19271812	19276185	-1	Os07g0507500
Os02t0134200-01	IRGSP-1.0	2	1799750	1800811	-1	Os02g0134200
Os06t0157800-01	IRGSP-1.0	6	2945585	2946273	1	Os06g0157800
Os06t0183700-02	IRGSP-1.0	6	4161234	4163642	-1	Os06g0183700
Os06t0183700-01	IRGSP-1.0	6	4163024	4166971	-1	Os06g0183700
Os02t0140400-01	IRGSP-1.0	2	2161770	2166648	-1	Os02g0140400
Os03t0655200-01	IRGSP-1.0	3	25552429	25556486	-1	Os03g0655200
Os06t0285920-00	IRGSP-1.0	6	10184539	10203254	1	Os06g0285920
Os06t0176125-00	IRGSP-1.0	6	3834282	3835952	1	Os06g0176125
Os08t0204800-01	IRGSP-1.0	8	6112375	6115612	-1	Os08g0204800
Os11t0537400-01	IRGSP-1.0	11	19592605	19593300	-1	Os11g0537400
Os06t0476900-01	IRGSP-1.0	6	16060230	16062325	1	Os06g0476900
Os08t0352250-00	IRGSP-1.0	8	16073233	16073838	1	Os08g0352250
Os11t0267100-01	IRGSP-1.0	11	9178505	9184295	-1	Os11g0267100
Os10t0421800-01	IRGSP-1.0	10	14897744	14900931	-1	Os10g0421800
Os02t0787600-01	IRGSP-1.0	2	33469138	33475992	1	Os02g0787600
Os02t0787600-02	IRGSP-1.0	2	33472257	33475994	1	Os02g0787600
Os08t0538800-01	IRGSP-1.0	8	26932311	26935259	-1	Os08g0538800
Os09t0455900-01	IRGSP-1.0	9	17171733	17172815	-1	Os09g0455900
Os10t0406100-01	IRGSP-1.0	10	13867136	13869231	-1	Os10g0406100
Os09t0328800-00	IRGSP-1.0	9	9769146	9773105	1	Os09g0328800
Os01t0211800-01	IRGSP-1.0	1	6094692	6096528	-1	Os01g0211800
Os04t0467800-01	IRGSP-1.0	4	23367250	23371730	-1	Os04g0467800
Os03t0369800-01	IRGSP-1.0	3	14514243	14518369	-1	Os03g0369800
Os03t0126700-01	IRGSP-1.0	3	1511322	1512573	1	Os03g0126700
Os02t0574100-01	IRGSP-1.0	2	22013289	22017622	1	Os02g0574100
Os07t0107366-01	IRGSP-1.0	7	404708	405708	1	Os07g0107366
Os07t0115720-00	IRGSP-1.0	7	859413	859895	-1	Os07g0115720
Os09t0124850-00	IRGSP-1.0	9	1911520	1913421	-1	Os09g0124850
Os11t0227800-01	IRGSP-1.0	11	6703146	6708873	1	Os11g0227800
Os12t0604300-01	IRGSP-1.0	12	25487738	25493739	1	Os12g0604300
Os03t0428000-01	IRGSP-1.0	3	17892890	17894183	1	Os03g0428000
Os03t0428000-02	IRGSP-1.0	3	17892891	17895141	1	Os03g0428000
Os05t0559000-01	IRGSP-1.0	5	27807398	27809694	-1	Os05g0559000
Os05t0559000-02	IRGSP-1.0	5	27807525	27808715	-1	Os05g0559000
Os02t0719700-01	IRGSP-1.0	2	29853571	29854458	1	Os02g0719700
Os02t0600066-01	IRGSP-1.0	2	23455291	23460627	-1	Os02g0600066
Os02t0764500-01	IRGSP-1.0	2	32199542	32201608	-1	Os02g0764500
Os02t0764500-02	IRGSP-1.0	2	32199542	32200053	-1	Os02g0764500
Os09t0492900-00	IRGSP-1.0	9	19088601	19089248	1	Os09g0492900
Os01t0890900-00	IRGSP-1.0	1	38736349	38739981	1	Os01g0890900
Os02t0655700-01	IRGSP-1.0	2	26487337	26491117	1	Os02g0655700
Os11t0488500-01	IRGSP-1.0	11	17206889	17210071	1	Os11g0488500
Os11t0488500-02	IRGSP-1.0	11	17209095	17210071	1	Os11g0488500
Os12t0607100-02	IRGSP-1.0	12	25650682	25652002	1	Os12g0607100
Os12t0607100-01	IRGSP-1.0	12	25647428	25652224	1	Os12g0607100
Os03t0238300-01	IRGSP-1.0	3	7305284	7308499	-1	Os03g0238300
Os03t0238300-02	IRGSP-1.0	3	7305284	7306054	-1	Os03g0238300
Os07t0130800-01	IRGSP-1.0	7	1613795	1616066	-1	Os07g0130800
Os04t0681900-02	IRGSP-1.0	4	34810656	34813508	-1	Os04g0681900
Os04t0681900-01	IRGSP-1.0	4	34810658	34813513	-1	Os04g0681900
Os01t0229400-02	IRGSP-1.0	1	7164735	7167377	-1	Os01g0229400
Os01t0229400-01	IRGSP-1.0	1	7164742	7167419	-1	Os01g0229400
Os02t0286500-00	IRGSP-1.0	2	10766482	10767402	1	Os02g0286500
Os03t0666550-00	IRGSP-1.0	3	26236032	26240498	-1	Os03g0666550
Os08t0543600-02	IRGSP-1.0	8	27210576	27213820	-1	Os08g0543600
Os08t0543600-01	IRGSP-1.0	8	27210441	27217016	-1	Os08g0543600
Os01t0693900-02	IRGSP-1.0	1	28657603	28660474	-1	Os01g0693900
Os01t0693900-01	IRGSP-1.0	1	28657665	28660499	-1	Os01g0693900
Os02t0834300-01	IRGSP-1.0	2	35890433	35891445	-1	Os02g0834300
Os08t0508600-01	IRGSP-1.0	8	25206777	25209977	1	Os08g0508600
Os07t0225300-01	IRGSP-1.0	7	6968003	6969254	1	Os07g0225300
Os02t0318450-00	IRGSP-1.0	2	12664725	12666874	-1	Os02g0318450
Os04t0412100-01	IRGSP-1.0	4	20358641	20359628	1	Os04g0412100
Os09t0559000-00	IRGSP-1.0	9	22220410	22221987	-1	Os09g0559000
Os01t0715900-01	IRGSP-1.0	1	29786136	29788237	-1	Os01g0715900
Os08t0227100-01	IRGSP-1.0	8	7756668	7758169	-1	Os08g0227100
Os08t0509600-01	IRGSP-1.0	8	25274541	25278696	-1	Os08g0509600
Os11t0456000-01	IRGSP-1.0	11	15445157	15445843	-1	Os11g0456000
Os04t0605100-01	IRGSP-1.0	4	30545175	30546517	1	Os04g0605100
Os01t0559500-01	IRGSP-1.0	1	21195400	21201154	1	Os01g0559500
Os05t0428000-00	IRGSP-1.0	5	20986065	20986277	-1	Os05g0428000
Os12t0235300-01	IRGSP-1.0	12	7391763	7396007	1	Os12g0235300
Os04t0226666-00	IRGSP-1.0	4	8479770	8479979	-1	Os04g0226666
Os06t0105300-01	IRGSP-1.0	6	364787	366859	-1	Os06g0105300
Os12t0609800-02	IRGSP-1.0	12	25755664	25758117	1	Os12g0609800
Os12t0609800-01	IRGSP-1.0	12	25752130	25758238	1	Os12g0609800
Os08t0149850-00	IRGSP-1.0	8	2856999	2857610	1	Os08g0149850
Os03t0676400-01	IRGSP-1.0	3	26752033	26752699	-1	Os03g0676400
Os12t0138200-00	IRGSP-1.0	12	1859797	1861329	-1	Os12g0138200
Os11t0151500-01	IRGSP-1.0	11	2413598	2417423	-1	Os11g0151500
Os08t0510750-00	IRGSP-1.0	8	25328200	25329156	1	Os08g0510750
Os03t0368900-01	IRGSP-1.0	3	14469692	14471204	1	Os03g0368900
Os05t0142600-00	IRGSP-1.0	5	2470984	2471229	-1	Os05g0142600
Os01t0658300-01	IRGSP-1.0	1	26767672	26769190	-1	Os01g0658300
Os01t0137300-01	IRGSP-1.0	1	2000724	2003913	-1	Os01g0137300
Os02t0266300-02	IRGSP-1.0	2	9514364	9518253	-1	Os02g0266300
Os02t0266300-01	IRGSP-1.0	2	9514361	9518278	-1	Os02g0266300
Os08t0125200-01	IRGSP-1.0	8	1466348	1468174	-1	Os08g0125200
Os08t0173300-01	IRGSP-1.0	8	4290418	4291283	1	Os08g0173300
Os06t0523300-01	IRGSP-1.0	6	19333952	19334517	-1	Os06g0523300
Os09t0344700-01	IRGSP-1.0	9	10751518	10752279	1	Os09g0344700
Os11t0307600-01	IRGSP-1.0	11	11704780	11705792	-1	Os11g0307600
Os11t0307600-02	IRGSP-1.0	11	11685421	11705780	-1	Os11g0307600
Os02t0186500-02	IRGSP-1.0	2	4808249	4817094	-1	Os02g0186500
Os02t0186500-01	IRGSP-1.0	2	4808249	4817119	-1	Os02g0186500
Os06t0509100-01	IRGSP-1.0	6	18159081	18165296	-1	Os06g0509100
Os06t0509100-02	IRGSP-1.0	6	18160075	18164391	-1	Os06g0509100
Os01t0687400-01	IRGSP-1.0	1	28354882	28356067	-1	Os01g0687400
Os04t0343900-01	IRGSP-1.0	4	16345977	16347180	1	Os04g0343900
Os03t0237401-00	IRGSP-1.0	3	7272999	7273747	-1	Os03g0237401
Os06t0350600-00	IRGSP-1.0	6	14208411	14210920	1	Os06g0350600
Os11t0694150-01	IRGSP-1.0	11	28364680	28368250	-1	Os11g0694150
Os01t0360333-00	IRGSP-1.0	1	14621567	14626552	1	Os01g0360333
Os03t0570100-01	IRGSP-1.0	3	20666069	20670823	-1	Os03g0570100
Os05t0102400-00	IRGSP-1.0	5	148472	149341	1	Os05g0102400
Os01t0936900-00	IRGSP-1.0	1	41126538	41127824	-1	Os01g0936900
Os07t0557400-01	IRGSP-1.0	7	22243925	22246490	-1	Os07g0557400
Os01t0154000-01	IRGSP-1.0	1	2903069	2903970	-1	Os01g0154000
Os06t0692300-00	IRGSP-1.0	6	28874838	28878068	-1	Os06g0692300
Os07t0616500-01	IRGSP-1.0	7	25408400	25413093	1	Os07g0616500
Os01t0225100-01	IRGSP-1.0	1	6889444	6896387	1	Os01g0225100
Os12t0540900-02	IRGSP-1.0	12	21625457	21629511	-1	Os12g0540900
Os12t0540900-01	IRGSP-1.0	12	21625455	21629669	-1	Os12g0540900
Os08t0486867-01	IRGSP-1.0	8	24077066	24077573	1	Os08g0486867
Os07t0611200-00	IRGSP-1.0	7	25156916	25157997	1	Os07g0611200
Os09t0551800-00	IRGSP-1.0	9	21859819	21868166	-1	Os09g0551800
Os11t0297000-01	IRGSP-1.0	11	10925275	10926515	1	Os11g0297000
Os02t0194400-02	IRGSP-1.0	2	5259822	5266512	-1	Os02g0194400
Os02t0194400-01	IRGSP-1.0	2	5259822	5261341	-1	Os02g0194400
Os06t0481200-00	IRGSP-1.0	6	16330562	16331320	-1	Os06g0481200
Os04t0116200-01	IRGSP-1.0	4	967968	969679	-1	Os04g0116200
Os02t0182200-00	IRGSP-1.0	2	4573847	4578095	1	Os02g0182200
Os03t0323900-01	IRGSP-1.0	3	11751959	11753399	1	Os03g0323900
Os06t0328400-01	IRGSP-1.0	6	12931779	12934367	1	Os06g0328400
Os02t0705500-01	IRGSP-1.0	2	29117082	29119291	-1	Os02g0705500
Os02t0705500-02	IRGSP-1.0	2	29117082	29119217	-1	Os02g0705500
Os10t0180800-02	IRGSP-1.0	10	5539743	5544572	-1	Os10g0180800
Os10t0180800-03	IRGSP-1.0	10	5539745	5542275	-1	Os10g0180800
Os10t0180800-01	IRGSP-1.0	10	5539743	5544578	-1	Os10g0180800
Os03t0257700-01	IRGSP-1.0	3	8330604	8331988	1	Os03g0257700
Os09t0485600-01	IRGSP-1.0	9	18738733	18739395	1	Os09g0485600
Os08t0193000-00	IRGSP-1.0	8	5432554	5434185	-1	Os08g0193000
Os07t0479200-01	IRGSP-1.0	7	17404649	17409779	1	Os07g0479200
Os02t0560600-01	IRGSP-1.0	2	21268135	21269395	-1	Os02g0560600
Os05t0137300-01	IRGSP-1.0	5	2172205	2174188	1	Os05g0137300
Os03t0646200-01	IRGSP-1.0	3	25001670	25003485	-1	Os03g0646200
Os03t0365800-01	IRGSP-1.0	3	14289593	14293249	1	Os03g0365800
Os06t0190500-01	IRGSP-1.0	6	4571098	4574904	-1	Os06g0190500
Os03t0773800-03	IRGSP-1.0	3	32086041	32089490	-1	Os03g0773800
Os03t0773800-01	IRGSP-1.0	3	32086056	32089677	-1	Os03g0773800
Os03t0773800-02	IRGSP-1.0	3	32086101	32089465	-1	Os03g0773800
Os01t0183950-00	IRGSP-1.0	1	4440933	4441314	-1	Os01g0183950
Os06t0234200-03	IRGSP-1.0	6	6990980	6994527	1	Os06g0234200
Os06t0234200-02	IRGSP-1.0	6	6990946	6994304	1	Os06g0234200
Os06t0234200-01	IRGSP-1.0	6	6990939	6992155	1	Os06g0234200
Os03t0124900-01	IRGSP-1.0	3	1430583	1433728	1	Os03g0124900
Os05t0571400-02	IRGSP-1.0	5	28478301	28481216	-1	Os05g0571400
Os05t0571400-01	IRGSP-1.0	5	28480951	28482901	-1	Os05g0571400
Os10t0443400-00	IRGSP-1.0	10	15977089	15979468	-1	Os10g0443400
Os04t0663200-02	IRGSP-1.0	4	33848655	33849821	-1	Os04g0663200
Os04t0663200-01	IRGSP-1.0	4	33848663	33850175	-1	Os04g0663200
Os03t0570300-01	IRGSP-1.0	3	20690718	20692541	-1	Os03g0570300
Os07t0568200-01	IRGSP-1.0	7	22831863	22837235	-1	Os07g0568200
Os06t0646500-01	IRGSP-1.0	6	26408102	26410839	1	Os06g0646500
Os10t0397900-00	IRGSP-1.0	10	13392913	13402342	1	Os10g0397900
Os04t0414700-01	IRGSP-1.0	4	20496054	20497009	1	Os04g0414700
Os01t0934400-01	IRGSP-1.0	1	40996336	40997308	1	Os01g0934400
Os03t0109700-02	IRGSP-1.0	3	567987	570846	-1	Os03g0109700
Os03t0109700-01	IRGSP-1.0	3	569030	570850	-1	Os03g0109700
Os03t0307400-01	IRGSP-1.0	3	10939242	10944192	1	Os03g0307400
Os01t0694000-01	IRGSP-1.0	1	28666309	28668105	1	Os01g0694000
Os09t0503100-01	IRGSP-1.0	9	19468899	19471622	1	Os09g0503100
Os06t0245700-00	IRGSP-1.0	6	7565169	7568366	-1	Os06g0245700
Os05t0270400-01	IRGSP-1.0	5	10899718	10900793	1	Os05g0270400
Os03t0680200-00	IRGSP-1.0	3	26989394	26995230	1	Os03g0680200
Os01t0341300-01	IRGSP-1.0	1	13442503	13443528	1	Os01g0341300
Os08t0480200-01	IRGSP-1.0	8	23723615	23727247	-1	Os08g0480200
Os06t0494100-02	IRGSP-1.0	6	17160455	17164662	-1	Os06g0494100
Os06t0494100-01	IRGSP-1.0	6	17160333	17164820	-1	Os06g0494100
Os02t0646200-01	IRGSP-1.0	2	26027785	26029488	1	Os02g0646200
Os11t0185100-01	IRGSP-1.0	11	4315043	4315615	1	Os11g0185100
Os06t0140800-02	IRGSP-1.0	6	2140306	2142183	-1	Os06g0140800
Os06t0140800-01	IRGSP-1.0	6	2140055	2146616	-1	Os06g0140800
Os05t0175450-00	IRGSP-1.0	5	4497192	4497674	-1	Os05g0175450
Os02t0541700-01	IRGSP-1.0	2	20125036	20127726	-1	Os02g0541700
Os02t0768750-00	IRGSP-1.0	2	32384720	32389459	1	Os02g0768750
Os01t0525100-01	IRGSP-1.0	1	18780600	18781392	1	Os01g0525100
Os10t0557750-00	IRGSP-1.0	10	21952440	21953021	1	Os10g0557750
Os06t0247800-01	IRGSP-1.0	6	7661735	7669994	1	Os06g0247800
Os08t0177600-00	IRGSP-1.0	8	4552111	4556216	-1	Os08g0177600
Os01t0642000-01	IRGSP-1.0	1	25792699	25797614	1	Os01g0642000
Os04t0146300-00	IRGSP-1.0	4	3238927	3243094	1	Os04g0146300
Os01t0178900-01	IRGSP-1.0	1	4106828	4108508	1	Os01g0178900
Os08t0532350-00	IRGSP-1.0	8	26535391	26537296	1	Os08g0532350
Os06t0193000-01	IRGSP-1.0	6	4690951	4695231	-1	Os06g0193000
Os06t0193000-02	IRGSP-1.0	6	4690969	4693084	-1	Os06g0193000
Os12t0139800-00	IRGSP-1.0	12	1929900	1931399	-1	Os12g0139800
Os12t0169200-00	IRGSP-1.0	12	3523303	3523933	1	Os12g0169200
Os01t0815900-01	IRGSP-1.0	1	34688003	34689745	-1	Os01g0815900
Os05t0186000-02	IRGSP-1.0	5	5276830	5277760	-1	Os05g0186000
Os05t0186000-03	IRGSP-1.0	5	5276791	5277751	-1	Os05g0186000
Os05t0186000-01	IRGSP-1.0	5	5274199	5277761	-1	Os05g0186000
